gene	cluster
RP11-271C24.2	K4
ATP6V1A	K5
GRAMD1C	K5
ZDHHC23	K2
QTRTD1	K2
RP11-553L6.5	K1
ZBTB20	K4
ZBTB20-AS1	K4
B4GALT4	K2
ARHGAP31	K1
TMEM39A	K2
POGLUT1	K2
TIMMDC1	K3
CD80	K3
ADPRH	K1
POPDC2	K1
COX17	K3
NR1I2	K1
RP11-18H7.1	K3
LRRC58	K2
FSTL1	K1
NDUFB4	K3
HGD	K1
RABL3	K3
GTF2E1	K3
STXBP5L	K3
POLQ	K3
HCLS1	K2
GOLGB1	K1
IQCB1	K3
EAF2	K3
SLC15A2	K1
CSTA	K1
CCDC58	K2
FAM162A	K2
RP11-299J3.8	K4
KPNA1	K5
PARP9	K3
DTX3L	K3
PARP15	K2
PARP14	K3
HSPBAP1	K5
DIRC2	K5
RP11-67L2.2	K5
PDIA5	K2
SEC22A	K3
ADCY5	K4
MYLK	K1
CCDC14	K3
KALRN	K1
UMPS	K3
ITGB5	K5
HEG1	K1
SLC12A8	K1
ZNF148	K3
SNX4	K3
OSBPL11	K5
ALG1L	K2
SLC41A3	K3
KLF15	K5
CCDC37	K1
ZXDC	K1
CHST13	K1
TXNRD3	K2
CHCHD6	K2
PLXNA1	K3
TPRA1	K5
MCM2	K3
PODXL2	K2
ABTB1	K5
MGLL	K2
KBTBD12	K2
SEC61A1	K2
RUVBL1	K2
EEFSEC	K3
GATA2	K1
RP11-475N22.4	K3
RPN1	K3
RAB7A	K2
RP11-723O4.2	K5
ACAD9	K3
EFCC1	K4
GP9	K1
ISY1	K3
RP11-434H6.7	K1
CNBP	K2
HMCES	K3
H1FX	K4
H1FX-AS1	K1
EFCAB12	K2
MBD4	K3
IFT122	K3
PLXND1	K2
TMCC1	K2
TMCC1-AS1	K2
COL6A5	K3
COL6A6	K4
PIK3R4	K3
ATP2C1	K3
ASTE1	K3
NUDT16	K3
MRPL3	K3
DNAJC13	K3
NPHP3	K1
UBA5	K3
CDV3	K1
TOPBP1	K3
TF	K4
SRPRB	K2
RAB6B	K4
RYK	K2
ANAPC13	K2
CEP63	K3
KY	K1
PPP2R3A	K2
MSL2	K1
PCCB	K3
STAG1	K3
SLC35G2	K1
RP11-731C17.2	K1
RP11-85F14.5	K2
DBR1	K3
ARMC8	K3
ESYT3	K1
CEP70	K3
FAIM	K2
PIK3CB	K2
MRPS22	K3
RP11-319G6.1	K2
NMNAT3	K2
SLC25A36	K2
ACPL2	K2
ZBTB38	K2
RASA2	K2
RNF7	K2
ATP1B3	K3
TFDP2	K4
RP11-485G4.2	K3
GK5	K3
XRN1	K5
ATR	K2
PLS1	K3
TRPC1	K3
PAQR9	K4
RP11-372E1.6	K4
U2SURP	K3
CHST2	K4
RP11-80H8.4	K4
SLC9A9	K1
C3orf58	K5
PLOD2	K3
PLSCR4	K4
PLSCR1	K3
AGTR1	K4
CPB1	K1
RP11-680B3.2	K1
CPA3	K1
GYG1	K2
HLTF	K3
HPS3	K2
CP	K1
WWTR1	K1
COMMD2	K3
RNF13	K2
PFN2	K1
TSC22D2	K4
SERP1	K2
EIF2A	K2
SELT	K3
RP11-103G8.2	K2
SIAH2	K5
SIAH2-AS1	K5
MED12L	K1
GPR171	K1
P2RY14	K1
GPR87	K1
P2RY13	K1
P2RY12	K1
IGSF10	K1
SUCNR1	K1
MBNL1	K5
MBNL1-AS1	K5
TMEM14E	K4
P2RY1	K5
RP11-38P22.2	K4
RAP2B	K4
ARHGEF26	K5
PLCH1	K1
C3orf33	K2
SLC33A1	K3
GMPS	K3
KCNAB1	K1
SSR3	K3
TIPARP-AS1	K2
TIPARP	K5
CCNL1	K5
VEPH1	K1
RSRC1	K3
MLF1	K5
GFM1	K3
LXN	K3
MFSD1	K3
RP11-379F4.4	K4
RP11-379F4.9	K5
SCHIP1	K1
IL12A	K1
C3orf80	K1
IFT80	K4
SMC4	K3
TRIM59	K4
KPNA4	K5
RP11-16N11.2	K4
PPM1L	K5
B3GALNT1	K2
NMD3	K2
RP11-3P17.5	K3
PDCD10	K5
SERPINI1	K5
GOLIM4	K3
MECOM	K2
ACTRT3	K2
RP11-816J6.3	K5
MYNN	K4
RP11-362K14.5	K4
LRRC34	K2
SAMD7	K5
RP11-379K17.4	K5
SEC62	K5
SEC62-AS1	K4
GPR160	K1
PHC3	K3
PRKCI	K3
SKIL	K1
RPL22L1	K2
EIF5A2	K4
TNIK	K2
PLD1	K2
PP13439	K1
FNDC3B	K1
TNFSF10	K1
NCEH1	K4
ECT2	K3
NAALADL2	K2
TBL1XR1	K5
TBL1XR1-AS1	K1
ZMAT3	K2
PIK3CA	K5
KCNMB3	K1
RP11-255C15.3	K2
MFN1	K3
RP11-145M9.4	K2
GNB4	K2
ACTL6A	K3
MRPL47	K3
NDUFB5	K3
USP13	K2
TTC14	K3
FXR1	K3
DNAJC19	K3
ATP11B	K3
RP11-531F16.4	K5
DCUN1D1	K4
MCCC1	K3
LAMP3	K3
MCF2L2	K2
B3GNT5	K2
KLHL6	K2
KLHL6-AS1	K1
KLHL24	K5
YEATS2	K2
MAP6D1	K2
PARL	K2
ABCC5	K3
ABCC5-AS1	K3
EIF2B5	K3
DVL3	K3
AP2M1	K4
ABCF3	K2
ALG3	K2
ECE2	K2
PSMD2	K3
EIF4G1	K3
FAM131A	K5
CLCN2	K4
POLR2H	K3
MAGEF1	K1
VPS8	K3
C3orf70	K2
EHHADH	K2
MAP3K13	K3
TMEM41A	K2
LIPH	K1
SENP2	K2
IGF2BP2	K5
C3orf65	K5
TRA2B	K3
ETV5	K1
DGKG	K1
CRYGS	K4
TBCCD1	K3
DNAJB11	K3
KNG1	K5
RP11-573D15.9	K2
EIF4A2	K5
RFC4	K3
ADIPOQ-AS1	K4
ST6GAL1	K2
RPL39L	K2
RTP4	K4
BCL6	K5
RP11-211G3.2	K5
LPP	K2
AC022498.1	K1
TP63	K4
IL1RAP	K1
CCDC50	K3
MB21D2	K2
ATP13A4	K1
OPA1	K3
HES1	K1
ATP13A3	K3
LINC00884	K2
TMEM44	K1
LSG1	K2
XXYLT1	K2
XXYLT1-AS2	K1
ACAP2	K1
PPP1R2	K5
AC091633.3	K1
LINC00969	K3
MUC20	K5
TNK2	K5
TNK2-AS1	K5
AC124944.3	K5
RP11-352G9.1	K5
RP11-480A16.1	K2
TFRC	K3
LINC00885	K2
ZDHHC19	K1
SLC51A	K1
PCYT1A	K3
TCTEX1D2	K3
UBXN7	K5
RNF168	K3
WDR53	K3
FBXO45	K3
LINC01063	K4
NRROS	K2
PIGX	K1
CEP19	K3
PAK2	K2
SENP5	K3
NCBP2	K2
NCBP2-AS2	K2
PIGZ	K1
MFI2	K1
MFI2-AS1	K1
DLG1	K4
RP13-616I3.1	K1
BDH1	K2
KIAA0226	K2
FYTTD1	K2
LRCH3	K3
IQCG	K3
LMLN	K2
FAM157A	K4
ZNF595	K3
ZNF718	K3
ZNF141	K2
ZNF721	K3
PIGG	K3
PDE6B	K2
RP11-1191J2.5	K1
ATP5I	K2
MYL5	K1
MFSD7	K1
PCGF3	K3
RP11-440L14.4	K3
RP11-440L14.1	K1
AC139887.4	K1
GAK	K2
TMEM175	K3
DGKQ	K3
SLC26A1	K2
IDUA	K1
FGFRL1	K2
SPON2	K2
CTBP1	K3
CTBP1-AS2	K3
MAEA	K3
UVSSA	K4
CRIPAK	K1
RP11-1398P2.1	K3
FAM53A	K2
SLBP	K3
RP11-572O17.1	K3
TMEM129	K3
TACC3	K3
FGFR3	K2
LETM1	K3
WHSC1	K3
NELFA	K3
C4orf48	K1
POLN	K3
HAUS3	K3
MXD4	K4
ZFYVE28	K2
RNF4	K3
FAM193A	K3
TNIP2	K1
SH3BP2	K2
ADD1	K4
MFSD10	K2
NOP14-AS1	K1
NOP14	K2
GRK4	K2
HTT	K1
MSANTD1	K1
RGS12	K3
DOK7	K1
LRPAP1	K2
TMEM128	K3
LYAR	K2
ZBTB49	K2
NSG1	K4
STX18	K5
STX18-AS1	K1
CYTL1	K2
STK32B	K1
EVC	K1
CRMP1	K1
JAKMIP1	K3
MAN2B2	K3
MRFAP1	K2
AC093323.3	K2
RP11-539L10.2	K5
S100P	K5
MRFAP1L1	K5
BLOC1S4	K1
KIAA0232	K5
TBC1D14	K2
CCDC96	K1
TADA2B	K4
GRPEL1	K2
SORCS2	K3
AFAP1	K1
SH3TC1	K1
HTRA3	K1
ACOX3	K3
SLC2A9	K1
WDR1	K2
ZNF518B	K3
RAB28	K3
BOD1L1	K3
CPEB2	K1
CC2D2A	K1
FBXL5	K3
FAM200B	K3
BST1	K1
CD38	K1
PROM1	K1
TAPT1	K1
RP11-452J21.2	K1
TAPT1-AS1	K1
QDPR	K2
LAP3	K2
AC006160.5	K2
MED28	K2
FAM184B	K5
DCAF16	K3
NCAPG	K3
LCORL	K3
PACRGL	K2
KCNIP4	K3
GPR125	K2
DHX15	K3
SEPSECS	K3
PI4K2B	K3
ZCCHC4	K3
ANAPC4	K3
SEL1L3	K3
SMIM20	K3
RBPJ	K3
TBC1D19	K2
STIM2	K3
RP11-293A21.1	K5
RP11-315A17.1	K4
ARAP2	K4
RP11-36B15.1	K3
RELL1	K3
PGM2	K3
TBC1D1	K3
RP11-617D20.1	K1
AC021860.1	K5
KLF3	K5
TLR1	K2
TLR6	K3
FAM114A1	K2
TMEM156	K1
KLHL5	K2
WDR19	K5
RFC1	K3
RPL9	K2
LIAS	K2
UGDH	K5
UGDH-AS1	K1
SMIM14	K1
UBE2K	K3
PDS5A	K3
N4BP2	K3
RHOH	K2
RBM47	K2
UCHL1	K1
TMEM33	K2
DCAF4L1	K2
SLC30A9	K3
BEND4	K1
ATP8A1	K1
GUF1	K3
GNPDA2	K3
COMMD8	K3
ATP10D	K1
RP11-121C2.2	K2
NFXL1	K2
TXK	K5
TEC	K2
SLAIN2	K1
SLC10A4	K2
FRYL	K4
OCIAD2	K2
DCUN1D4	K3
SGCB	K1
SPATA18	K3
USP46	K2
RASL11B	K1
SCFD2	K2
RP11-752D24.2	K2
FIP1L1	K3
LNX1	K3
RP11-571I18.4	K5
CHIC2	K5
AC110792.1	K5
KIT	K2
SRD5A3	K2
CLOCK	K3
NMU	K2
EXOC1	K3
CEP135	K3
KIAA1211	K2
AASDH	K3
RP11-646I6.5	K4
PPAT	K3
PAICS	K2
RP11-393M11.2	K3
SRP72	K2
ARL9	K3
THEGL	K4
HOPX	K1
SPINK2	K1
NOA1	K3
IGFBP7	K1
RP11-707A18.1	K1
RP11-584P21.2	K5
CENPC	K3
STAP1	K1
UBA6	K3
UBA6-AS1	K2
TMPRSS11F	K4
YTHDC1	K5
RP11-704M14.1	K1
UTP3	K2
RUFY3	K1
GRSF1	K2
MOB1B	K4
DCK	K4
SLC4A4	K2
ADAMTS3	K3
COX18	K2
ANKRD17	K3
RP11-692D12.1	K4
ALB	K1
IL8	K1
PF4	K1
PPBP	K1
CXCL3	K1
CXCL2	K1
EPGN	K1
EREG	K1
RCHY1	K2
THAP6	K3
CDKL2	K5
USO1	K2
NAAA	K2
SDAD1	K2
NUP54	K3
FAM47E	K2
SEPT11	K3
CCNI	K5
CCNG2	K4
CNOT6L	K2
MRPL1	K3
FRAS1	K1
ANXA3	K1
LINC01094	K5
BMP2K	K4
LINC01088	K2
LINC00989	K1
ANTXR2	K1
PRDM8	K1
PRKG2	K1
RASGEF1B	K5
HNRNPD	K3
RP11-127B20.3	K1
HNRNPDL	K2
ENOPH1	K3
TMEM150C	K1
SCD5	K1
SEC31A	K2
THAP9-AS1	K2
THAP9	K2
LIN54	K4
COPS4	K2
PLAC8	K1
RP11-576N17.5	K1
HPSE	K1
HELQ	K4
MRPS18C	K3
FAM175A	K3
AGPAT9	K1
WDFY3	K3
PTPN13	K1
SLC10A6	K5
C4orf36	K5
AFF1	K5
KLHL8	K2
HSD17B13	K5
HSD17B11	K5
NUDT9	K2
SPARCL1	K2
SPP1	K1
PKD2	K1
ABCG2	K5
PPM1K	K2
HERC6	K3
HERC5	K2
HERC3	K3
NAP1L5	K3
FAM13A-AS1	K4
FAM13A	K4
RP11-84C13.1	K2
TIGD2	K3
SNCA	K4
RP11-67M1.1	K4
MMRN1	K1
CCSER1	K2
SMARCAD1	K3
HPGDS	K1
PDLIM5	K5
RAP1GDS1	K3
TSPAN5	K5
RP11-724M22.1	K4
RP11-1299A16.3	K4
EIF4E	K3
METAP1	K3
ADH5	K3
RP11-696N14.1	K2
TRMT10A	K2
DAPP1	K1
LAMTOR3	K5
DNAJB14	K3
H2AFZ	K3
EMCN	K3
PPP3CA	K2
AP001816.1	K5
BANK1	K2
SLC39A8	K2
RP11-499E18.1	K3
NFKB1	K2
MANBA	K2
UBE2D3	K5
RP11-10L12.4	K2
CISD2	K5
SLC9B1	K3
SLC9B2	K3
BDH2	K2
CENPE	K3
RP11-556I14.1	K2
AC004069.2	K1
TET2	K1
TET2-AS1	K1
PPA2	K3
ARHGEF38	K3
INTS12	K3
GSTCD	K3
RP11-45L9.1	K3
TBCK	K3
AIMP1	K3
PAPSS1	K2
SGMS2	K1
CYP2U1	K1
HADH	K3
LEF1	K2
RPL34	K3
OSTC	K2
CCDC109B	K3
CASP6	K2
PLA2G12A	K3
GAR1	K2
RRH	K5
LRIT3	K5
EGF	K1
ELOVL6	K2
AP1AR	K2
TIFA	K3
ALPK1	K2
C4orf21	K3
LARP7	K3
SNHG8	K2
PRSS12	K2
RP11-384K6.6	K1
METTL14	K3
SEC24D	K1
SYNPO2	K5
USP53	K1
C4orf3	K2
PDE5A	K3
MAD2L1	K3
PRDM5	K2
ANXA5	K1
EXOSC9	K3
CCNA2	K3
BBS7	K3
KIAA1109	K3
BBS12	K5
FGF2	K4
NUDT6	K3
SPATA5	K3
SPRY1	K2
ANKRD50	K2
INTU	K2
HSPA4L	K3
RP11-50D9.3	K4
PLK4	K3
MFSD8	K2
C4orf29	K3
LARP1B	K3
PGRMC2	K3
RP11-420A23.1	K3
RP11-130C6.1	K4
JADE1	K3
SCLT1	K3
C4orf33	K3
SLC7A11	K4
RP11-98O2.1	K2
CCRN4L	K2
ELF2	K1
NDUFC1	K3
NAA15	K2
RP11-83A24.2	K3
RAB33B	K2
SETD7	K2
MGST2	K2
MAML3	K1
SCOC	K3
RP11-425I13.3	K2
CLGN	K2
ELMOD2	K3
ZNF330	K2
INPP4B	K1
USP38	K5
GAB1	K4
SMARCA5	K3
FREM3	K2
RP13-578N3.3	K4
GYPE	K4
RP11-673E1.1	K4
RP11-673E1.4	K4
GYPB	K4
GYPA	K4
ANAPC10	K3
ABCE1	K2
OTUD4	K5
SMAD1	K2
SMAD1-AS2	K2
MMAA	K3
ZNF827	K2
LSM6	K3
SLC10A7	K3
TMEM184C	K3
PRMT10	K3
ARHGAP10	K2
NR3C2	K2
DCLK2	K1
LRBA	K3
RP11-1336O20.2	K1
RPS3A	K3
SH3D19	K2
RP11-372K14.2	K2
PET112	K3
FBXW7	K4
MIR4453	K3
TMEM154	K1
ARFIP1	K2
FHDC1	K5
TRIM2	K1
MND1	K3
KIAA0922	K5
TLR2	K1
RNF175	K5
SFRP2	K5
PLRG1	K3
MAP9	K3
GUCY1A3	K2
GUCY1B3	K1
PDGFC	K2
GLRB	K2
FAM198B	K3
RP11-597D13.9	K3
TMEM144	K2
RXFP1	K1
C4orf46	K3
ETFDH	K4
PPID	K2
FNIP2	K3
C4orf45	K4
RAPGEF2	K5
NAF1	K3
TMA16	K2
MARCH1	K2
RP11-218F10.3	K1
TRIM61	K2
FAM218A	K1
TMEM192	K2
KLHL2	K1
MSMO1	K5
DDX60	K3
DDX60L	K3
PALLD	K1
CBR4	K3
SH3RF1	K2
NEK1	K4
CLCN3	K5
C4orf27	K3
MFAP3L	K4
AADAT	K2
RP11-10K16.1	K2
GALNT7	K2
RP11-798M19.3	K4
HMGB2	K3
RP11-798M19.6	K1
SAP30	K1
SCRG1	K5
FBXO8	K4
CEP44	K4
HPGD	K1
RP11-440I14.2	K1
WDR17	K1
SPCS3	K3
NEIL3	K3
RP11-376O6.2	K3
AGA	K3
DCTD	K2
WWC2	K3
CDKN2AIP	K2
ING2	K2
RWDD4	K3
TRAPPC11	K3
STOX2	K1
RP11-290F5.2	K5
RP11-290F5.1	K5
IRF2	K5
RP11-326I11.3	K4
RP11-326I11.4	K5
CASP3	K2
PRIMPOL	K3
CENPU	K3
ACSL1	K1
RP11-701P16.2	K1
RP11-701P16.5	K1
SLC25A4	K2
KIAA1430	K3
SNX25	K4
ANKRD37	K2
TLR3	K2
CYP4V2	K2
FAT1	K4
AF146191.4	K3
FRG1	K3
PLEKHG4B	K1
CCDC127	K5
SDHA	K2
CTD-2083E4.6	K2
PDCD6	K2
AHRR	K1
C5orf55	K3
EXOC3	K3
CTD-2228K2.5	K2
SLC9A3	K1
CEP72	K3
AC026740.1	K3
CTD-2589H19.6	K1
ZDHHC11	K1
TRIP13	K3
SLC12A7	K1
SLC6A19	K4
SLC6A18	K4
TERT	K1
LPCAT1	K1
MRPL36	K2
NDUFS6	K2
KIAA0947	K2
CTD-2324F15.2	K5
MED10	K2
LINC01018	K5
NSUN2	K2
SRD5A1	K2
PAPD7	K3
MTRR	K2
FASTKD3	K3
MIR4458HG	K1
FAM173B	K3
CCT5	K3
CTD-2256P15.5	K2
CMBL	K2
CTD-2256P15.2	K2
MARCH6	K5
ROPN1L	K1
ANKRD33B	K1
RP11-215G15.5	K2
DAP	K5
TRIO	K1
FAM105A	K1
CTD-2165H16.4	K3
ANKH	K4
ZNF622	K3
FAM134B	K1
MYO10	K1
BASP1	K1
CTD-2139B15.2	K5
CTD-2023M8.1	K2
LINC01021	K5
DROSHA	K3
C5orf22	K3
PDZD2	K4
CTD-2152M20.2	K5
CTD-2186M15.3	K1
MTMR12	K3
ZFR	K2
SUB1	K2
NPR3	K1
TARS	K3
AMACR	K2
C1QTNF3	K1
RAI14	K1
RAD1	K3
BRIX1	K3
DNAJC21	K1
SPEF2	K2
LMBRD2	K3
SKP2	K3
NADK2	K3
SLC1A3	K1
CTD-2353F22.1	K2
NIPBL	K4
C5orf42	K4
NUP155	K3
WDR70	K3
OSMR	K5
RICTOR	K5
FYB	K1
DAB2	K1
PTGER4	K1
TTC33	K5
PRKAA1	K3
RPL37	K3
CARD6	K1
OXCT1	K3
C5orf51	K3
FBXO4	K3
GHR	K5
CCDC152	K2
SEPP1	K5
CTD-2201E18.5	K1
CTD-2035E11.3	K1
ANXA2R	K3
AC025171.1	K3
CTD-2035E11.5	K3
ZNF131	K3
NIM1K	K5
CTD-2636A23.2	K5
HMGCS1	K2
CCL28	K2
C5orf28	K3
C5orf34	K3
PAIP1	K3
NNT-AS1	K3
NNT	K3
RP11-53O19.1	K3
MRPS30	K3
RP11-53O19.3	K3
EMB	K2
PARP8	K1
PELO	K2
ITGA2	K1
MOCS2	K2
CTD-2366F13.1	K2
FST	K1
NDUFS4	K3
ARL15	K3
LINC01033	K4
SNX18	K1
RP11-506H20.1	K4
DHX29	K2
SKIV2L2	K3
PPAP2A	K1
SLC38A9	K3
IL6ST	K5
CTD-2031P19.3	K5
ANKRD55	K4
MAP3K1	K1
SETD9	K2
MIER3	K3
GPBP1	K5
PLK2	K5
GAPT	K1
RAB3C	K1
PDE4D	K1
DEPDC1B	K3
ELOVL7	K1
ERCC8	K3
NDUFAF2	K2
SMIM15	K3
ZSWIM6	K1
KIF2A	K2
DIMT1	K2
IPO11	K3
SREK1IP1	K1
CWC27	K3
ADAMTS6	K1
CTD-2116N20.1	K1
CENPK	K3
TRIM23	K5
TRAPPC13	K3
CTC-534A2.2	K2
SGTB	K5
NLN	K2
ERBB2IP	K3
MAST4	K3
MAST4-AS1	K3
PIK3R1	K5
CCNB1	K3
CENPH	K3
MRPS36	K3
CDK7	K2
CCDC125	K2
TAF9	K2
RAD17	K3
MARVELD2	K2
OCLN	K1
GTF2H2C	K2
SMN2	K2
SMN1	K2
NAIP	K1
RP11-195E2.4	K1
GTF2H2	K3
BDP1	K3
MCCC2	K2
MRPS27	K3
PTCD2	K3
CTC-365E16.1	K3
RP11-389C8.3	K2
TNPO1	K2
CTD-2376I4.2	K4
FCHO2	K5
RP11-79P5.9	K2
BTF3	K2
ANKRA2	K4
UTP15	K2
ENC1	K1
HEXB	K3
GFM2	K3
NSA2	K3
FAM169A	K1
HMGCR	K2
COL4A3BP	K1
POLK	K3
ANKDD1B	K2
POC5	K3
IQGAP2	K3
CTD-2236F14.1	K1
F2RL2	K1
F2R	K2
F2RL1	K1
S100Z	K1
CRHBP	K5
AGGF1	K3
ZBED3	K1
ZBED3-AS1	K2
PDE8B	K2
WDR41	K2
TBCA	K3
AP3B1	K3
CTD-2037K23.2	K2
SCAMP1	K2
LHFPL2	K2
ARSB	K3
DMGDH	K4
JMY	K5
HOMER1	K1
PAPD4	K3
CMYA5	K1
MTX3	K2
THBS4	K1
CTD-2201I18.1	K5
SERINC5	K5
CTC-458I2.2	K2
ZFYVE16	K2
CTD-2015H6.3	K1
FAM151B	K1
DHFR	K3
MSH3	K3
RASGRF2	K2
CKMT2-AS1	K2
CKMT2	K2
ZCCHC9	K3
SSBP2	K3
ATG10	K3
RPS23	K3
ATP6AP1L	K3
TMEM167A	K3
XRCC4	K3
VCAN	K1
EDIL3	K5
COX7C	K3
RASA1	K3
TMEM161B	K3
TMEM161B-AS1	K3
MEF2C	K2
MEF2C-AS1	K2
CETN3	K3
MBLAC2	K2
POLR3G	K2
LYSMD3	K5
GPR98	K5
LUCAT1	K1
ARRDC3	K5
NR2F1	K4
FAM172A	K3
POU5F2	K1
KIAA0825	K2
ANKRD32	K3
MCTP1	K1
FAM81B	K5
TTC37	K3
ARSK	K2
RFESD	K4
SPATA9	K4
CTD-2154I11.2	K1
RHOBTB3	K3
GLRX	K2
C5orf27	K5
ELL2	K5
CAST	K3
ERAP1	K3
CTD-2260A17.1	K3
CTD-2260A17.3	K1
ERAP2	K2
LNPEP	K2
RIOK2	K3
CHD1	K2
CTD-2007H13.3	K5
CTD-2001C12.1	K2
FAM174A	K2
ST8SIA4	K2
SLCO4C1	K2
PAM	K2
GIN1	K3
PPIP5K2	K3
C5orf30	K4
NUDT12	K3
FBXL17	K2
LINC01023	K1
FER	K3
PJA2	K3
CTC-332L22.1	K5
MAN2A1	K4
SLC25A46	K3
WDR36	K2
STARD4	K3
STARD4-AS1	K2
NREP	K2
EPB41L4A	K4
EPB41L4A-AS1	K2
EPB41L4A-AS2	K4
APC	K3
REEP5	K3
CTC-487M23.5	K1
DCP2	K3
MCC	K4
YTHDC2	K3
CTC-428G20.3	K1
PGGT1B	K3
CTC-428G20.6	K1
CCDC112	K2
FEM1C	K5
ATG12	K1
AP3S1	K3
CTD-2287O16.5	K2
COMMD10	K3
CTC-339F2.2	K3
SEMA6A	K1
CTB-118N6.3	K2
DTWD2	K2
DMXL1	K3
TNFAIP8	K3
HSD17B4	K3
CTC-546K23.1	K1
SRFBP1	K2
LOX	K1
SNX2	K5
SNX24	K3
CEP120	K3
CSNK1G3	K3
ZNF608	K1
GRAMD3	K1
ALDH7A1	K1
PHAX	K3
LMNB1	K3
MARCH3	K5
C5orf63	K3
PRRC1	K2
CTC-228N24.3	K2
SLC12A2	K1
FBN2	K1
ISOC1	K3
HINT1	K3
LYRM7	K3
FNIP1	K4
ACSL6	K4
AC034228.4	K4
P4HA2	K4
PDLIM4	K1
SLC22A4	K4
SLC22A5	K3
C5orf56	K5
AC116366.5	K5
AC116366.6	K5
IRF1	K5
IL5	K5
RAD50	K3
IL4	K1
KIF3A	K2
SEPT8	K3
SHROOM1	K1
UQCRQ	K3
LEAP2	K1
AFF4	K1
ZCCHC10	K3
HSPA4	K2
FSTL4	K2
C5orf15	K3
VDAC1	K3
TCF7	K5
SKP1	K5
PPP2CA	K2
CDKL3	K5
UBE2B	K5
RP11-215P8.3	K5
CDKN2AIPNL	K3
RP11-215P8.4	K5
AC005355.1	K5
AC005355.2	K5
JADE2	K1
SAR1B	K3
SEC24A	K3
CAMLG	K1
DDX46	K3
C5orf24	K3
TXNDC15	K3
PCBD2	K3
PITX1	K4
C5orf66	K3
H2AFY	K3
CTC-203F4.2	K1
CTB-138E5.1	K2
CTC-321K16.1	K2
CTC-321K16.4	K2
RP11-119J18.1	K2
SLC25A48	K1
TGFBI	K5
SMAD5	K2
RP11-114H21.2	K1
SPOCK1	K1
KLHL3	K1
HNRNPA0	K3
RP11-381K20.2	K2
FAM13B	K1
RP11-325L7.1	K2
BRD8	K5
KIF20A	K3
GFRA3	K1
CDC25C	K3
FAM53C	K5
KDM3B	K5
REEP2	K1
ETF1	K2
HSPA9	K2
CTNNA1	K3
LRRTM2	K4
SIL1	K2
MATR3	K3
PAIP2	K5
SLC23A1	K5
MZB1	K1
SPATA24	K2
DNAJC18	K2
TMEM173	K2
UBE2D2	K3
CXXC5	K3
PSD2	K4
PURA	K3
IGIP	K1
CYSTM1	K5
PFDN1	K3
HBEGF	K1
CTC-329D1.2	K2
ANKHD1	K4
ANKHD1-EIF4EBP3	K4
SRA1	K2
EIF4EBP3	K5
APBB3	K2
SLC35A4	K2
CD14	K1
NDUFA2	K1
TMCO6	K5
IK	K4
WDR55	K2
HARS	K3
HARS2	K2
ZMAT2	K5
PCDHB15	K5
TAF7	K5
DIAPH1	K3
CTD-2024I7.13	K1
HDAC3	K3
RELL2	K2
FCHSD1	K3
ARAP3	K1
PCDH1	K4
KIAA0141	K2
PCDH12	K1
RNF14	K5
AC005740.5	K5
GNPDA1	K2
NDFIP1	K3
SPRY4	K1
ARHGAP26	K3
NR3C1	K5
CTB-73N10.1	K3
PRELID2	K3
SH3RF2	K2
LARS	K3
RBM27	K3
TCERG1	K3
JAKMIP2	K1
FBXO38	K3
ADRB2	K1
SH3TC2	K3
CTC-529P8.1	K3
AFAP1L1	K2
GRPEL2	K3
PCYOX1L	K2
CSNK1A1	K2
ARHGEF37	K5
PPARGC1B	K2
PDE6A	K5
SLC26A2	K2
HMGXB3	K3
CSF1R	K1
PDGFRB	K2
TCOF1	K2
CD74	K1
RPS14	K3
NDST1	K1
MYOZ3	K1
RBM22	K1
DCTN4	K5
IRGM	K1
ZNF300	K1
GPX3	K5
TNIP1	K5
ANXA6	K1
CCDC69	K4
GM2A	K2
SLC36A1	K4
FAT2	K4
CTC-251D13.1	K4
SPARC	K1
ATOX1	K2
G3BP1	K3
FAM114A2	K3
MFAP3	K2
GALNT10	K3
SAP30L-AS1	K4
SAP30L	K1
LARP1	K4
FAXDC2	K4
CNOT8	K3
GEMIN5	K2
MRPL22	K3
KIF4B	K4
HAVCR2	K1
MED7	K3
CYFIP2	K2
FNDC9	K1
CTB-47B11.3	K1
SOX30	K5
THG1L	K3
LSM11	K3
CLINT1	K2
EBF1	K5
RP11-175K6.1	K5
RNF145	K3
UBLCP1	K3
TTC1	K2
PWWP2A	K3
C5orf54	K3
SLU7	K5
PTTG1	K3
MIR146A	K1
CCNG1	K2
NUDCD2	K3
HMMR	K3
MAT2B	K5
WWC1	K2
RARS	K2
PANK3	K4
SLIT3	K4
SPDL1	K3
DOCK2	K1
FAM196B	K1
C5orf58	K1
LCP2	K2
CTB-114C7.4	K2
CTB-114C7.3	K2
RANBP17	K3
NPM1	K2
FGF18	K5
FBXW11	K4
STK10	K3
UBTD2	K1
NEURL1B	K4
RP11-779O18.1	K5
DUSP1	K4
RP11-536N17.1	K4
ERGIC1	K2
RPL26L1	K3
ATP6V0E1	K5
CREBRF	K5
BNIP1	K2
BOD1	K1
CTB-43E15.3	K5
CTB-43E15.4	K5
CPEB4	K5
C5orf47	K5
NSG2	K5
RP11-619L12.4	K5
SFXN1	K3
HRH2	K1
THOC3	K3
SIMC1	K2
KIAA1191	K5
RP11-843P14.2	K4
RP11-843P14.1	K4
ARL10	K1
