gene	cluster
AC144652.1	K1
INSIG1	K2
AC009403.2	K2
RBM33	K1
C7orf13	K3
RNF32	K3
LMBR1	K2
NOM1	K3
UBE3C	K3
DNAJB6	K5
PTPRN2	K1
NCAPG2	K3
ESYT2	K3
PLCXD1	K3
GTPBP6	K1
LINC00685	K4
PPP2R3B	K1
CSF2RA	K1
IL3RA	K1
SLC25A6	K3
LINC00106	K1
ASMTL-AS1	K1
ASMTL	K2
P2RY8	K1
AKAP17A	K1
RP13-297E16.4	K1
DHRSX	K2
ZBED1	K2
CD99	K1
XG	K4
GYG2	K2
ARSD	K1
PRKX	K2
RP11-706O15.1	K2
HDHD1	K2
STS	K2
PNPLA4	K3
TBL1X	K2
WWC3	K5
WWC3-AS1	K5
CLCN4	K3
MID1	K4
RP11-120D5.1	K4
HCCS	K4
ARHGAP6	K2
MSL3	K3
PRPS2	K3
TMSB4X	K1
EGFL6	K4
TCEANC	K5
RAB9A	K5
TRAPPC2	K2
OFD1	K5
GPM6B	K5
FANCB	K3
MOSPD2	K3
ASB9	K2
PIGA	K3
FIGF	K5
PIR	K2
BMX	K1
TMEM27	K2
CA5B	K1
ZRSR2	K2
AP1S2	K1
CTPS2	K2
SYAP1	K2
TXLNG	K2
RBBP7	K3
REPS2	K3
SCML1	K2
SCML2	K3
CDKL5	K1
PHKA2	K3
GPR64	K1
PDHA1	K3
MAP3K15	K5
SH3KBP1	K2
CXorf23	K1
MAP7D2	K2
EIF1AX	K2
RPS6KA3	K3
CNKSR2	K1
MBTPS2	K3
YY2	K2
SMS	K2
PRDX4	K3
ACOT9	K3
SAT1	K5
APOO	K2
KLHL15	K2
EIF2S3	K3
ZFX	K3
PDK3	K3
PCYT1B	K2
POLA1	K3
CXorf21	K1
GK	K2
GK-AS1	K4
TAB3	K5
PRRG1	K2
LANCL3	K4
XK	K4
CYBB	K3
DYNLT3	K5
RPGR	K5
TSPAN7	K5
MID1IP1	K3
BCOR	K3
ATP6AP2	K3
CXorf38	K2
MED14	K3
USP9X	K5
DDX3X	K5
CASK	K1
GPR34	K1
GPR82	K1
MAOA	K2
EFHC2	K1
FUNDC1	K2
KDM6A	K5
RP6-99M1.2	K1
RP6-99M1.3	K1
RP5-1158E12.3	K1
KRBOX4	K3
ZNF674	K3
ZNF674-AS1	K3
CHST7	K5
SLC9A7	K2
RP2	K3
JADE3	K2
NDUFB11	K3
RBM10	K3
UBA1	K2
CDK16	K3
USP11	K3
ZNF41	K2
CXorf24	K3
ARAF	K2
TIMP1	K2
CFP	K1
ELK1	K2
UXT	K3
ZNF81	K3
ZNF182	K3
ZNF630	K1
SLC38A5	K3
FTSJ1	K3
PORCN	K2
EBP	K3
TBC1D25	K1
AC115618.1	K1
RBM3	K3
WDR13	K4
WAS	K1
SUV39H1	K3
AF196970.3	K1
GLOD5	K4
GATA1	K4
HDAC6	K4
ERAS	K5
PCSK1N	K5
TIMM17B	K5
PQBP1	K2
SLC35A2	K5
PIM2	K5
OTUD5	K5
KCND1	K1
GRIPAP1	K1
TFE3	K5
CCDC120	K1
PRAF2	K1
WDR45	K5
GPKOW	K3
MAGIX	K3
PLP2	K2
PRICKLE3	K3
SYP	K4
CCDC22	K2
LL0XNC01-7P3.1	K3
USP27X-AS1	K2
CLCN5	K3
AKAP4	K5
NUDT10	K1
NUDT11	K2
GSPT2	K2
MAGED1	K2
FAM156B	K2
TSPYL2	K4
LINC01155	K3
RP11-258C19.7	K3
KDM5C	K3
IQSEC2	K2
SMC1A	K3
HSD17B10	K3
RP3-339A18.6	K5
HUWE1	K1
PHF8	K5
FAM120C	K2
TSR2	K3
FGD1	K3
GNL3L	K2
TRO	K1
PFKFB1	K5
APEX2	K3
ALAS2	K5
PAGE2B	K4
PAGE2	K4
FAM104B	K4
MAGEH1	K2
USP51	K1
RRAGB	K5
RP13-188A5.1	K3
KLF8	K1
SPIN3	K2
RP3-323P24.3	K2
SPIN2A	K1
ZXDB	K1
ZXDA	K1
SPIN4	K3
ARHGEF9	K2
AMER1	K2
MTMR8	K2
ZC4H2	K2
ZC3H12B	K3
LAS1L	K3
MSN	K2
RP6-159A1.3	K1
VSIG4	K1
HEPH	K1
EDA2R	K3
OPHN1	K1
YIPF6	K4
STARD8	K2
EFNB1	K3
PJA1	K2
IGBP1	K3
ARR3	K4
RAB41	K3
PDZD11	K3
KIF4A	K3
TEX11	K4
SNX12	K3
FOXO4	K5
CXorf65	K1
IL2RG	K2
MED12	K3
RP5-1091N2.9	K1
ZMYM3	K2
NONO	K3
TAF1	K3
OGT	K5
ACRC	K5
CXCR3	K1
NHSL2	K1
RGAG4	K1
PIN4	K3
ERCC6L	K3
RPS4X	K3
HDAC8	K3
PHKA1	K2
NAP1L2	K1
CHIC1	K3
JPX	K3
RP13-216E22.4	K2
FTX	K4
RLIM	K3
ABCB7	K3
UPRT	K3
ZDHHC15	K1
PBDC1	K2
MAGEE1	K2
ATRX	K3
MAGT1	K3
COX7B	K2
ATP7A	K4
PGAM4	K4
PGK1	K2
TAF9B	K3
CYSLTR1	K1
GPR174	K1
ITM2A	K2
BRWD3	K4
HMGN5	K3
SH3BGRL	K3
APOOL	K3
SATL1	K3
ZNF711	K2
CHM	K2
NAP1L3	K1
DIAPH2	K1
TSPAN6	K2
SRPX2	K3
SYTL4	K3
CSTF2	K3
NOX1	K2
TRMT2B	K3
CENPI	K3
DRP2	K4
TIMM8A	K3
BTK	K3
GLA	K1
HNRNPH2	K2
ARMCX4	K1
ARMCX1	K2
ARMCX6	K2
ARMCX3	K2
ZMAT1	K1
BEX5	K1
TMSB15A	K1
ARMCX5	K3
RP4-769N13.7	K5
GPRASP1	K5
GPRASP2	K5
BHLHB9	K5
LINC00630	K3
LL0XNC01-237H1.2	K3
BEX1	K4
BEX4	K2
TCEAL8	K2
BEX2	K1
WBP5	K2
NGFRAP1	K2
TCEAL4	K2
TCEAL3	K1
TCEAL1	K2
MORF4L2	K2
MORF4L2-AS1	K1
RAB9B	K1
TMSB15B	K1
SLC25A53	K5
ZCCHC18	K1
CXorf57	K3
TBC1D8B	K2
RBM41	K3
NUP62CL	K3
PRPS1	K3
TSC22D3	K5
VSIG1	K5
PSMD10	K2
ATG4A	K4
COL4A6	K4
NXT2	K3
ACSL4	K2
TMEM164	K2
AMMECR1	K3
RGAG1	K4
ALG13	K3
AMOT	K1
RP5-964N17.1	K2
PLS3	K1
RP11-761E20.1	K1
KLHL13	K2
WDR44	K3
DOCK11	K1
LONRF3	K1
PGRMC1	K2
SLC25A43	K1
SLC25A5	K3
CXorf56	K2
UBE2A	K3
NKRF	K2
SEPT6	K2
SOWAHD	K1
RPL39	K2
UPF3B	K3
RNF113A	K2
NDUFA1	K2
NKAP	K3
GS1-421I3.2	K1
ZBTB33	K3
LAMP2	K4
CUL4B	K2
MCTS1	K2
C1GALT1C1	K3
GLUD2	K1
THOC2	K3
XIAP	K1
STAG2	K5
TENM1	K4
SMARCA1	K1
OCRL	K3
SASH3	K1
ZDHHC9	K2
UTP14A	K2
BCORL1	K2
ELF4	K1
AIFM1	K3
RAB33A	K1
ZNF280C	K2
SLC25A14	K3
RBMX2	K3
ENOX2	K3
RP11-453F18__B.1	K2
MST4	K2
RAP2C	K1
RAP2C-AS1	K4
MBNL3	K5
PHF6	K3
HPRT1	K3
MIR503HG	K1
FAM122B	K4
FAM122C	K4
MOSPD1	K5
SMIM10	K2
FAM127C	K2
FAM127A	K3
FAM127B	K3
ZNF75D	K1
ZNF449	K3
DDX26B	K3
MMGT1	K3
SLC9A6	K3
FHL1	K1
MAP7D3	K2
HTATSF1	K3
CD40LG	K2
ARHGEF6	K2
RP11-1114A5.4	K1
RBMX	K3
ATP11C	K3
LDOC1	K1
SLITRK4	K1
FMR1	K4
AFF2	K1
IDS	K5
LINC00893	K1
CXorf40A	K2
TMEM185A	K2
CXorf40B	K2
LINC00894	K4
MAMLD1	K1
MTM1	K2
MTMR1	K3
CD99L2	K3
HMGB3	K3
VMA21	K3
CETN2	K2
NSDHL	K3
ZNF185	K5
ZNF275	K2
TREX2	K2
HAUS7	K2
FAM58A	K2
RP11-66N11.8	K1
SLC6A8	K4
BCAP31	K2
ABCD1	K1
U52111.14	K2
PLXNB3	K2
IDH3G	K3
SSR4	K2
ARHGAP4	K2
NAA10	K2
RENBP	K1
HCFC1	K3
TMEM187	K3
IRAK1	K2
MECP2	K5
TKTL1	K5
FLNA	K2
EMD	K3
RPL10	K3
DNASE1L1	K3
TAZ	K3
ATP6AP1	K3
GDI1	K4
FAM50A	K3
PLXNA3	K3
LAGE3	K3
UBL4A	K3
SLC10A3	K5
FAM3A	K2
G6PD	K2
IKBKG	K5
GAB3	K3
DKC1	K2
MPP1	K5
F8	K2
FUNDC2	K3
MTCP1	K1
BRCC3	K3
VBP1	K3
RAB39B	K5
CLIC2	K5
TMLHE-AS1	K3
TMLHE	K3
VAMP7	K5
IL9R	K2
ZNF596	K2
FBXO25	K3
RP11-91J19.4	K3
ERICH1	K3
DLGAP2	K5
CLN8	K5
CTD-2336O2.1	K5
ARHGEF10	K5
KBTBD11	K1
MYOM2	K2
RP11-378A12.1	K4
GS1-57L11.1	K3
RP11-115C21.2	K3
MCPH1	K3
ANGPT2	K3
CTD-2541M15.1	K3
CTD-2541M15.4	K1
AGPAT5	K3
SGK223	K1
RP11-211C9.1	K4
MFHAS1	K4
ERI1	K3
PPP1R3B	K5
RP11-10A14.3	K5
RP11-10A14.4	K4
RP11-10A14.5	K5
TNKS	K4
MSRA	K2
RP11-981G7.6	K1
PINX1	K2
XKR6	K1
AF131215.5	K2
AF131216.6	K4
AF131216.5	K4
C8orf12	K4
NEIL2	K5
FDFT1	K5
RP11-297N6.4	K5
CTSB	K5
FAM86B1	K2
LONRF1	K1
DLC1	K3
ZDHHC2	K3
RP11-242F4.2	K1
CNOT7	K2
VPS37A	K5
MTMR7	K1
PCM1	K4
ASAH1	K5
CTD-2547L16.1	K4
NAT1	K3
PSD3	K1
CSGALNACT1	K2
INTS10	K2
ATP6V1B2	K5
LZTS1	K5
DOK2	K2
XPO7	K5
NPM2	K5
DMTN	K5
FAM160B2	K2
HR	K5
REEP4	K5
BMP1	K2
PHYHIP	K2
POLR3D	K2
PIWIL2	K5
SLC39A14	K2
PDLIM2	K1
C8orf58	K1
CCAR2	K3
RP11-582J16.5	K1
BIN3	K3
EGR3	K1
RP11-875O11.1	K4
RHOBTB2	K1
TNFRSF10B	K2
TNFRSF10C	K2
TNFRSF10D	K2
TNFRSF10A	K2
RP11-1149O23.4	K2
R3HCC1	K3
ENTPD4	K2
CTC-756D1.2	K5
CTC-756D1.3	K5
SLC25A37	K5
AC051642.1	K4
ADAM28	K1
DOCK5	K2
GNRH1	K4
RP11-395I14.2	K4
KCTD9	K4
CDCA2	K3
PPP2R2A	K5
BNIP3L	K5
PNMA2	K5
DPYSL2	K2
TRIM35	K2
PTK2B	K5
CHRNA2	K5
EPHX2	K2
CLU	K1
CCDC25	K3
ESCO2	K3
PBK	K3
ELP3	K3
ZNF395	K2
FBXO16	K2
FZD3	K2
EXTL3	K2
EXTL3-AS1	K1
INTS9	K3
HMBOX1	K3
KIF13B	K5
TMEM66	K5
LEPROTL1	K2
RP11-51J9.5	K5
RBPMS	K1
GTF2E2	K2
GSR	K1
TEX15	K1
WRN	K3
RP11-363L24.3	K4
RP11-11N9.4	K2
RP11-722E23.2	K1
FUT10	K2
TTI2	K3
MAK16	K2
RNF122	K1
DUSP26	K5
RP11-863K10.7	K1
ERLIN2	K2
RAB11FIP1	K2
EIF4EBP1	K2
ASH2L	K3
RP11-90P5.5	K4
STAR	K1
LSM1	K2
BAG4	K2
DDHD2	K3
PPAPDC1B	K2
WHSC1L1	K5
LETM2	K5
FGFR1	K1
TACC1	K3
PLEKHA2	K1
HTRA4	K1
TM2D2	K3
ADAM9	K3
GOLGA7	K5
GINS4	K3
AGPAT6	K3
NKX6-3	K5
ANK1	K4
RP11-930P14.1	K4
RP11-930P14.2	K2
KAT6A	K1
AP3M2	K3
PLAT	K1
IKBKB	K1
POLB	K2
VDAC3	K3
SLC20A2	K2
SMIM19	K3
RNF170	K2
HOOK3	K3
FNTA	K2
POMK	K3
HGSNAT	K3
SPIDR	K3
CEBPD	K1
PRKDC	K3
MCM4	K3
UBE2V2	K3
PXDNL	K5
RP11-11C20.3	K5
PCMTD1	K5
RP11-110G21.1	K2
RB1CC1	K5
ATP6V1H	K3
RGS20	K1
TCEA1	K4
LYPLA1	K2
MRPL15	K2
TMEM68	K3
TGS1	K3
LYN	K2
RP11-446E9.2	K1
RPS20	K3
PLAG1	K3
CHCHD7	K3
IMPAD1	K3
FAM110B	K1
UBXN2B	K3
SDCBP	K5
NSMAF	K2
TOX	K1
RP11-25K19.1	K1
CA8	K3
RAB2A	K2
CHD7	K3
ASPH	K5
GGH	K3
YTHDF3-AS1	K3
YTHDF3	K2
RP11-16E18.3	K5
CYP7B1	K1
RP11-1D12.2	K1
CTD-3025N20.3	K3
ARMC1	K3
MTFR1	K3
PDE7A	K3
RRS1	K2
ADHFE1	K1
C8orf46	K1
MYBL1	K1
VCPIP1	K5
C8orf44	K1
SGK3	K1
MCMDC2	K3
COPS5	K3
CSPP1	K2
ARFGEF1	K3
NCOA2	K5
TRAM1	K2
RP11-382J12.1	K2
LACTB2	K3
TERF1	K3
RPL7	K2
RDH10	K2
STAU2	K3
RP11-463D19.1	K1
UBE2W	K1
TCEB1	K3
TMEM70	K3
LY96	K1
JPH1	K1
GDAP1	K2
CRISPLD1	K1
PEX2	K3
PKIA	K2
ZC2HC1A	K1
IL7	K2
HEY1	K1
MRPS28	K2
TPD52	K2
ZBTB10	K1
RP11-48B3.3	K5
RP11-48B3.4	K5
ZNF704	K1
PAG1	K1
FABP5	K2
RP11-257P3.3	K5
IMPA1	K3
SLC10A5	K1
ZFAND1	K3
CHMP4C	K2
SNX16	K5
LRRCC1	K3
E2F5	K3
C8orf59	K3
CA13	K1
CA1	K4
CA3	K4
RP11-317J10.2	K4
CA2	K4
CTA-392E5.1	K2
WWP1	K3
RMDN1	K3
CPNE3	K2
RIPK2	K3
NBN	K3
DECR1	K3
CALB1	K2
RP11-68L18.1	K4
NECAB1	K4
C8orf88	K4
TMEM55A	K3
GS1-251I9.4	K3
OTUD6B	K3
LRRC69	K2
RUNX1T1	K4
TRIQK	K3
FAM92A1	K2
RP11-10N23.2	K1
RBM12B	K3
RBM12B-AS1	K3
TMEM67	K2
PDP1	K2
RAD54B	K3
KIAA1429	K3
DPY19L4	K2
CCNE2	K3
NDUFAF6	K2
TP53INP1	K5
MIR3150A	K2
RP11-320N21.2	K1
PLEKHF2	K3
C8orf37	K2
MTERFD1	K3
PTDSS1	K3
CPQ	K2
TSPYL5	K2
MTDH	K3
LAPTM4B	K2
MATN2	K2
HRSP12	K2
POP1	K2
NIPAL2	K1
STK3	K3
OSR2	K5
RP11-410L14.2	K5
VPS13B	K4
CTD-2340D6.2	K4
RP11-402L5.1	K4
COX6C	K3
FBXO43	K3
POLR2K	K3
SPAG1	K5
RNF19A	K5
KB-173C10.2	K5
KB-1615E4.2	K5
ANKRD46	K2
PABPC1	K3
YWHAZ	K2
RP11-302J23.1	K5
KB-1460A1.5	K5
ZNF706	K2
RRM2B	K2
KB-431C1.4	K1
UBR5	K1
KB-431C1.5	K4
KLF10	K4
KB-1732A1.1	K1
AZIN1	K3
KB-1507C5.2	K1
ATP6V1C1	K5
BAALC	K1
RP11-318M2.2	K1
FZD6	K2
SLC25A32	K2
DCAF13	K2
RP11-1C8.5	K5
LRP12	K2
OXR1	K4
RP11-649G15.2	K4
ANGPT1	K1
EIF3E	K3
EMC2	K3
TMEM74	K4
TRHR	K4
NUDCD1	K2
ENY2	K3
PKHD1L1	K1
EBAG9	K3
SYBU	K4
TRPS1	K1
UTP23	K2
RAD21	K4
EXT1	K1
SAMD12	K3
ENPP2	K1
TAF2	K3
DSCC1	K3
DEPTOR	K1
MRPL13	K3
MTBP	K3
SNTB1	K3
RP11-713M15.1	K1
RP11-369K17.1	K1
RP11-94A24.1	K2
RP11-96B2.1	K2
ZHX2	K1
RP11-557C18.4	K5
DERL1	K5
TBC1D31	K3
FAM83A	K5
FAM83A-AS1	K4
C8orf76	K2
ZHX1-C8ORF76	K2
ZHX1	K3
ATAD2	K3
WDYHV1	K2
FBXO32	K5
FAM91A1	K1
FER1L6	K1
TRMT12	K2
RNF139-AS1	K4
RNF139	K1
TATDN1	K2
RP11-158K1.3	K4
NDUFB9	K3
MTSS1	K3
RP11-532M24.1	K2
ZNF572	K2
SQLE	K3
KIAA0196	K3
KIAA0196-AS1	K1
NSMCE2	K3
RP11-550A5.2	K4
TRIB1	K1
LINC00861	K1
FAM84B	K2
MYC	K2
TMEM75	K2
LINC00977	K2
CCDC26	K2
FAM49B	K2
ASAP1	K4
EFR3A	K3
LRRC6	K2
TMEM71	K1
PHF20L1	K4
AF230666.2	K4
TG	K5
SLA	K1
NDRG1	K1
ST3GAL1	K5
RP11-629O1.2	K1
ZFAT	K3
KHDRBS3	K1
TRAPPC9	K3
CTA-204B4.2	K1
CHRAC1	K3
CASC7	K4
AGO2	K4
PTK2	K3
DENND3	K1
RP11-809O17.1	K1
SLC45A4	K3
PTP4A3	K1
TSNARE1	K2
THEM6	K2
LYNX1	K2
LY6E	K2
ZFP41	K2
GLI4	K1
RP13-582O9.5	K2
ZNF696	K3
TOP1MT	K3
RHPN1-AS1	K2
RHPN1	K1
ZC3H3	K5
GSDMD	K3
MROH6	K1
NAPRT1	K3
EEF1D	K3
TIGD5	K3
PYCRL	K3
TSTA3	K4
ZNF623	K3
ZNF707	K3
RP11-429J17.2	K1
FAM83H	K1
FAM83H-AS1	K2
SCRIB	K1
PUF60	K2
NRBP2	K3
PARP10	K3
GRINA	K4
OPLAH	K3
CTD-3065J16.9	K5
EXOSC4	K2
GPAA1	K3
CYC1	K3
SHARPIN	K5
MAF1	K5
KIAA1875	K5
MROH1	K3
BOP1	K2
HSF1	K3
GS1-393G12.12	K1
DGAT1	K3
SLC52A2	K2
FBXL6	K1
ADCK5	K3
CPSF1	K3
SLC39A4	K2
VPS28	K5
TONSL	K3
AC084125.4	K4
CYHR1	K1
KIFC2	K1
PPP1R16A	K2
GPT	K2
MFSD3	K2
RECQL4	K3
LRRC14	K3
C8orf82	K1
ZNF251	K2
ZNF34	K2
RPL8	K3
ZNF517	K1
ZNF7	K3
COMMD5	K3
ZNF16	K3
RP5-1047A19.4	K2
ZNF252P-AS1	K2
C8orf33	K2
CBWD1	K2
C9orf66	K1
DOCK8	K2
RP11-59O6.3	K1
RP11-165F24.3	K1
KANK1	K2
SMARCA2	K3
RP11-264I13.2	K2
RP11-125B21.2	K5
VLDLR	K1
KIAA0020	K2
RFX3	K5
AL365202.1	K4
RP11-509J21.1	K4
RP11-509J21.2	K4
RP11-509J21.3	K4
RP11-509J21.4	K4
PPAPDC2	K3
CDC37L1	K5
AK3	K3
RCL1	K4
RP11-125K10.5	K5
AL158147.2	K5
JAK2	K4
INSL6	K4
RLN2	K2
PLGRKT	K3
CD274	K5
ERMP1	K2
KIAA2026	K4
MLANA	K1
RANBP6	K3
UHRF2	K1
C9orf38	K3
KDM4C	K4
TMEM261	K2
MPDZ	K2
NFIB	K1
RP11-408A13.4	K1
ZDHHC21	K2
FREM1	K1
TTC39B	K1
SNAPC3	K3
PSIP1	K3
CCDC171	K2
CNTLN	K3
RRAGA	K3
HAUS6	K3
PLIN2	K3
DENND4C	K3
RP11-513M16.8	K2
RPS6	K3
ACER2	K3
MLLT3	K4
FOCAD	K2
PTPLAD2	K2
KLHL9	K3
MTAP	K3
RP11-70L8.4	K2
CDKN2A	K4
CDKN2B-AS1	K4
CDKN2B	K5
CAAP1	K3
PLAA	K2
IFT74	K2
LRRC19	K4
MOB3B	K2
C9orf72	K4
ACO1	K3
DDX58	K1
TOPORS	K5
TOPORS-AS1	K3
NDUFB6	K3
APTX	K2
DNAJA1	K5
SMU1	K2
B4GALT1	K1
RP11-326F20.5	K5
SPINK4	K5
BAG1	K5
CHMP5	K5
NFX1	K3
AQP3	K4
NOL6	K2
ANKRD18B	K4
CYP4F26P	K4
RP11-384P7.7	K2
UBE2R2	K5
UBAP2	K3
RP11-537H15.3	K5
DCAF12	K5
UBAP1	K5
KIF24	K4
NUDT2	K2
KIAA1161	K1
RPP25L	K2
DCTN3	K3
SIGMAR1	K3
GALT	K3
IL11RA	K1
RP11-195F19.9	K4
DNAJB5	K1
C9orf131	K5
FLJ00273	K5
VCP	K3
FANCG	K3
STOML2	K2
FAM214B	K5
UNC13B	K2
RUSC2	K1
TESK1	K1
CD72	K1
ARHGEF39	K3
TPM2	K1
TLN1	K3
CREB3	K2
GBA2	K1
RP11-112J3.16	K2
NPR2	K2
SPAG8	K2
HINT2	K3
RECK	K2
GLIPR2	K3
GNE	K2
RNF38	K3
MELK	K3
RP11-220I1.1	K4
ZCCHC7	K2
GRHPR	K3
ZBTB5	K2
POLR1E	K3
RP11-613M10.6	K2
FBXO10	K1
TOMM5	K2
TRMT10B	K3
EXOSC3	K3
DCAF10	K5
SLC25A51	K3
SHB	K1
ALDH1B1	K2
ANKRD18A	K1
FAM201A	K1
ZNF658	K2
FAM27A	K4
RP11-262H14.1	K1
RP11-262H14.4	K1
CBWD6	K2
CBWD5	K2
PIP5K1B	K4
FAM122A	K4
FXN	K3
TJP2	K3
PTAR1	K4
SMC5-AS1	K2
SMC5	K3
KLF9	K5
TRPM3	K5
TMEM2	K2
ABHD17B	K1
C9orf85	K3
GDA	K5
RP11-63P12.6	K5
ZFAND5	K5
TMC1	K5
ALDH1A1	K2
ANXA1	K1
TRPM6	K1
C9orf40	K4
RP11-197P3.4	K3
C9orf41	K3
NMRK1	K3
OSTF1	K2
PCSK5	K1
RFK	K2
GCNT1	K1
PRUNE2	K1
VPS13A-AS1	K4
VPS13A	K3
GNA14	K1
GNAQ	K3
CEP78	K3
PSAT1	K3
TLE4	K1
TLE1	K2
FRMD3	K1
IDNK	K1
UBQLN1	K5
RP11-522I20.3	K4
GKAP1	K1
KIF27	K1
C9orf64	K3
HNRNPK	K2
RP11-575L7.8	K1
RMI1	K3
AGTPBP1	K5
NAA35	K2
GOLM1	K2
C9orf153	K5
ISCA1	K5
ZCCHC6	K5
DAPK1	K5
CTSL	K4
XXyac-YM21GA2.7	K3
CDK20	K2
SPIN1	K3
CKS2	K3
SECISBP2	K5
SEMA4D	K1
GADD45G	K1
SYK	K2
RP11-305L7.7	K5
AUH	K5
NFIL3	K1
SPTLC1	K3
IARS	K3
NOL8	K2
CENPP	K3
OGN	K3
OMD	K3
ASPN	K3
ECM2	K3
IPPK	K3
BICD2	K3
ZNF484	K3
FGD3	K2
SUSD3	K2
C9orf89	K1
NINJ1	K2
FAM120A	K3
PHF2	K3
PTPDC1	K4
RP11-2B6.3	K5
MIRLET7DHG	K5
ZNF169	K2
RP11-307E17.8	K2
HIATL1	K3
C9orf3	K3
FANCC	K3
PTCH1	K1
ERCC6L2	K3
LINC00092	K1
SLC35D2	K1
ZNF367	K3
HABP4	K1
CDC14B	K1
AAED1	K2
ZNF510	K5
ZNF782	K3
HIATL2	K1
NUTM2G	K3
CTSV	K4
RP11-498P14.3	K4
RP11-498P14.5	K4
CCDC180	K3
TDRD7	K2
TMOD1	K4
RP11-244N9.6	K4
TSTD2	K2
NCBP1	K3
XPA	K2
C9orf156	K2
HEMGN	K4
ANP32B	K5
RP11-535C21.3	K4
NANS	K2
TRIM14	K2
CORO2A	K2
TBC1D2	K2
ANKS6	K1
COL15A1	K1
TGFBR1	K3
ALG2	K2
SEC61B	K2
NR4A3	K1
STX17	K4
ERP44	K2
INVS	K2
TEX10	K2
MSANTD3	K2
BAAT	K2
MRPL50	K3
ZNF189	K1
TMEM246	K2
GRIN3A	K4
RP11-82L2.1	K3
SMC2	K3
NIPSNAP3A	K3
NIPSNAP3B	K1
ABCA1	K1
SLC44A1	K1
FSD1L	K3
FKTN	K2
TMEM38B	K3
ZNF462	K1
KLF4	K1
IKBKAP	K3
FAM206A	K3
CTNNAL1	K5
TMEM245	K4
PTPN3	K5
AKAP2	K1
C9orf152	K1
TXN	K5
KIAA0368	K3
ZNF483	K2
PTGR1	K2
DNAJC25	K1
UGCG	K3
SUSD1	K3
PTBP3	K2
HSDL2	K3
C9orf147	K1
KIAA1958	K1
INIP	K3
SNX30	K2
SLC31A2	K1
FKBP15	K3
SLC31A1	K2
CDC26	K3
PRPF4	K2
WDR31	K4
BSPRY	K3
HDHD3	K3
ALAD	K4
POLE3	K2
C9orf43	K1
RGS3	K4
ZNF618	K2
AKNA	K1
ATP6V1G1	K2
C9orf91	K5
PAPPA	K5
ASTN2	K2
RP11-264C15.2	K2
TRIM32	K2
TLR4	K1
CDK5RAP2	K3
MEGF9	K5
FBXW2	K3
PSMD5	K3
PSMD5-AS1	K1
PHF19	K3
TRAF1	K1
C5	K5
CNTRL	K3
RAB14	K2
GSN	K1
RP11-477J21.6	K5
GSN-AS1	K1
STOM	K5
RP11-162D16.2	K4
TTLL11	K4
NDUFA8	K3
RBM18	K4
MRRF	K2
PTGS1	K3
PDCL	K4
OR1K1	K5
RC3H2	K5
ZBTB26	K3
RABGAP1	K1
GPR21	K1
STRBP	K3
CRB2	K1
DENND1A	K3
RP11-230L22.4	K1
NEK6	K1
PSMB7	K3
NR6A1	K1
RPL35	K3
ARPC5L	K2
GOLGA1	K3
SCAI	K2
PPP6C	K3
RABEPK	K2
HSPA5	K2
GAPVD1	K5
MAPKAP1	K3
PBX3	K3
MVB12B	K1
ZBTB43	K5
ZBTB34	K1
RALGPS1	K1
GARNL3	K1
SLC2A8	K3
ZNF79	K2
RPL12	K3
LRSAM1	K2
FAM129B	K2
STXBP1	K3
C9orf117	K2
TOR2A	K3
SH2D3C	K1
CDK9	K1
FPGS	K2
ENG	K2
RP11-228B15.4	K2
AK1	K4
ST6GALNAC6	K4
ST6GALNAC4	K4
PIP5KL1	K5
RP11-203J24.8	K4
DPM2	K4
FAM102A	K1
SLC25A25	K3
RP11-395P17.3	K1
PTGES2	K2
LCN2	K2
C9orf16	K3
CIZ1	K3
DNM1	K1
GOLGA2	K1
SWI5	K3
RP11-339B21.15	K2
RP11-339B21.14	K2
TRUB2	K2
COQ4	K2
SLC27A4	K2
URM1	K2
RP11-339B21.11	K2
CERCAM	K1
ODF2	K3
RP11-216B9.6	K1
SPTAN1	K1
WDR34	K3
SET	K2
PKN3	K2
ZDHHC12	K3
RP11-545E17.3	K3
ZER1	K5
TBC1D13	K2
C9orf114	K2
CCBL1	K3
LRRC8A	K5
PHYHD1	K5
DOLK	K2
NUP188	K3
SH3GLB2	K4
FAM73B	K3
DOLPP1	K3
CRAT	K4
PPP2R4	K3
NTMT1	K2
ASB6	K3
TOR1B	K3
TOR1A	K2
C9orf78	K5
USP20	K4
FNBP1	K1
GPR107	K3
AL360004.1	K2
NCS1	K3
ASS1	K3
FUBP3	K3
EXOSC2	K3
ABL1	K3
AIF1L	K1
NUP214	K3
RP11-544A12.4	K3
RP11-544A12.8	K3
FAM78A	K3
PRRC2B	K3
POMT1	K2
UCK1	K3
RAPGEF1	K1
MED27	K3
NTNG2	K1
SETX	K3
TTF1	K3
DDX31	K2
GTF3C4	K2
AK8	K2
C9orf9	K3
TSC1	K5
GFI1B	K3
GTF3C5	K3
CEL	K1
RALGDS	K1
GBGT1	K3
SURF6	K2
MED22	K3
RPL7A	K3
SURF1	K1
SURF2	K2
SURF4	K2
C9orf96	K1
REXO4	K2
ADAMTS13	K1
CACFD1	K1
SLC2A6	K1
SARDH	K1
VAV2	K3
LINC00094	K2
BRD3	K3
WDR5	K3
RXRA	K4
COL5A1	K1
PPP1R26-AS1	K2
PPP1R26	K2
