gene	cluster
CTD-2152M20.2	K6
CTD-2154I11.2	K2
CTD-2162K18.4	K4
CTD-2162K18.5	K2
CTD-2165H16.4	K5
CTD-2184C24.2	K1
CTD-2184D3.5	K1
CTD-2186M15.3	K1
CTD-2192J16.20	K4
CTD-2192J16.22	K4
CTD-2196E14.5	K6
CTD-2196E14.9	K1
CTD-2201E18.5	K4
CTD-2201I18.1	K7
CTD-2227E11.1	K5
CTD-2228K2.5	K4
CTD-2231E14.8	K3
CTD-2236F14.1	K1
CTD-2245F17.3	K1
CTD-2256P15.2	K4
CTD-2256P15.5	K5
CTD-2260A17.1	K1
CTD-2260A17.3	K1
CTD-2265O21.7	K6
CTD-2267D19.3	K2
CTD-2267D19.6	K4
CTD-2270L9.4	K3
CTD-2287O16.5	K2
CTD-2291D10.4	K2
CTD-2292M16.8	K1
CTD-2319I12.2	K6
CTD-2324F15.2	K7
CTD-2325M2.1	K4
CTD-2336O2.1	K7
CTD-2340D6.2	K1
CTD-2341M24.1	K1
CTD-2349P21.11	K5
CTD-2349P21.5	K3
CTD-2350C19.1	K1
CTD-2353F22.1	K2
CTD-2358C21.4	K4
CTD-2366F13.1	K2
CTD-2368P22.1	K1
CTD-2369P2.2	K3
CTD-2376I4.2	K6
CTD-2510F5.4	K5
CTD-2514K5.2	K7
CTD-2515A14.1	K1
CTD-2516F10.2	K1
CTD-2521M24.9	K1
CTD-2523D13.2	K5
CTD-2525I3.6	K1
CTD-2528L19.6	K2
CTD-2530H12.4	K5
CTD-2537I9.12	K3
CTD-2538C1.2	K2
CTD-2541M15.1	K2
CTD-2541M15.4	K1
CTD-2542L18.1	K1
CTD-2545M3.8	K3
CTD-2547L16.1	K1
CTD-2555A7.3	K6
CTD-2555K7.4	K7
CTD-2555O16.2	K2
CTD-2555O16.4	K5
CTD-2561B21.11	K3
CTD-2561B21.5	K3
CTD-2562J17.2	K7
CTD-2562J17.7	K2
CTD-2566J3.1	K5
CTD-2574D22.2	K2
CTD-2576D5.4	K3
CTD-2583P5.1	K4
CTD-2583P5.3	K3
CTD-2587H19.1	K1
CTD-2587H24.10	K7
CTD-2589H19.6	K4
CTD-2589M5.4	K6
CTD-2589M5.5	K6
CTD-2616J11.14	K6
CTD-2616J11.3	K6
CTD-2619J13.14	K4
CTD-2619J13.16	K4
CTD-2619J13.17	K2
CTD-2619J13.19	K2
CTD-2636A23.2	K1
CTD-2639E6.9	K7
CTD-2647E9.3	K1
CTD-2666L21.1	K1
CTD-3025N20.3	K5
CTD-3035D6.2	K5
CTD-3037G24.4	K1
CTD-3065B20.2	K4
CTD-3065J16.9	K6
CTD-3074O7.12	K1
CTD-3088G3.8	K3
CTD-3093M3.1	K1
CTD-3096P4.1	K6
CTD-3105H18.13	K5
CTD-3110H11.1	K5
CTD-3131K8.2	K3
CTD-3138B18.5	K4
CTD-3184A7.4	K3
CTD-3195I5.1	K2
CTD-3214H19.6	K1
CTDNEP1	K1
CTDP1	K1
CTDSP1	K4
CTDSP2	K1
CTDSPL	K2
CTDSPL2	K2
CTF1	K1
CTH	K6
CTIF	K1
CTNNA1	K5
CTNNAL1	K6
CTNNB1	K2
CTNNBIP1	K2
CTNNBL1	K4
CTNND1	K2
CTNS	K6
CTPS1	K4
CTPS2	K2
CTR9	K3
CTSA	K5
CTSB	K6
CTSC	K2
CTSD	K6
CTSE	K4
CTSF	K1
CTSG	K3
CTSH	K5
CTSK	K3
CTSL	K6
CTSS	K1
CTSV	K6
CTSW	K2
CTSZ	K2
CTTN	K6
CTTNBP2	K3
CTTNBP2NL	K2
CTU2	K5
CUEDC2	K5
CUL1	K4
CUL2	K4
CUL3	K1
CUL4A	K7
CUL4B	K1
CUL5	K2
CUL7	K4
CUL9	K4
CUTA	K4
CUTC	K4
CUX1	K1
CUZD1	K4
CWC15	K4
CWC22	K4
CWC25	K7
CWC27	K2
CWF19L1	K5
CWF19L2	K1
CX3CR1	K3
CXADR	K4
CXCL16	K7
CXCL2	K1
CXCL3	K3
CXCR1	K3
CXCR2	K3
CXCR3	K3
CXCR6	K1
CXorf21	K1
CXorf23	K1
CXorf24	K1
CXorf38	K2
CXorf40A	K5
CXorf40B	K5
CXorf56	K5
CXorf57	K4
CXorf65	K2
CXXC1	K5
CXXC5	K2
CYB561	K4
CYB561A3	K5
CYB561D1	K3
CYB561D2	K5
CYB5A	K5
CYB5B	K4
CYB5D1	K2
CYB5R1	K6
CYB5R3	K5
CYB5R4	K2
CYB5RL	K4
CYBA	K3
CYBB	K4
CYBRD1	K6
CYC1	K5
CYCS	K4
CYFIP1	K2
CYFIP2	K2
CYHR1	K6
CYLD	K1
CYP11A1	K3
CYP17A1	K7
CYP1B1	K5
CYP1B1-AS1	K5
CYP20A1	K4
CYP21A2	K7
CYP27B1	K2
CYP2D6	K3
CYP2R1	K4
CYP2S1	K4
CYP2U1	K1
CYP3A4	K1
CYP3A5	K7
CYP4A22	K7
CYP4A22-AS1	K7
CYP4F11	K2
CYP4F12	K6
CYP4F2	K1
CYP4F26P	K6
CYP4F3	K7
CYP4V2	K2
CYP4Z1	K7
CYP7B1	K1
CYP8B1	K7
CYR61	K2
CYSLTR1	K1
CYSLTR2	K7
CYSTM1	K6
CYTH1	K4
CYTH2	K5
CYTH3	K2
CYTH4	K3
CYTIP	K1
CYTL1	K2
CYYR1	K1
D2HGDH	K4
DAAM1	K4
DAB2	K1
DACH1	K1
DAD1	K3
DAG1	K4
DAGLB	K5
DAK	K4
DALRD3	K5
DAND5	K6
DAP	K7
DAP3	K4
DAPK1	K7
DAPK2	K3
DAPK3	K6
DAPP1	K1
DARC	K6
DARS	K2
DARS2	K4
DAXX	K5
DAZAP1	K4
DAZAP2	K1
DBF4	K5
DBF4B	K4
DBI	K3
DBN1	K2
DBNDD1	K1
DBNL	K5
DBP	K7
DBR1	K4
DBT	K2
DCAF10	K1
DCAF11	K6
DCAF12	K7
DCAF13	K3
DCAF16	K2
DCAF17	K2
DCAF4	K4
DCAF4L1	K5
DCAF5	K1
DCAF6	K6
DCAF7	K2
DCAF8	K7
DCAKD	K2
DCBLD1	K5
DCBLD2	K2
DCHS1	K1
DCK	K6
DCLK2	K1
DCLRE1A	K4
DCLRE1B	K5
DCLRE1C	K5
DCP1A	K1
DCP1B	K7
DCP2	K5
DCPS	K4
DCST2	K1
DCTD	K4
DCTN1	K4
DCTN2	K5
DCTN3	K5
DCTN4	K7
DCTN5	K4
DCTPP1	K4
DCUN1D1	K6
DCUN1D3	K1
DCUN1D4	K4
DCUN1D5	K5
DCXR	K5
DDA1	K6
DDAH1	K1
DDAH2	K2
DDB1	K6
DDB2	K5
DDHD1	K4
DDHD2	K4
DDI2	K7
DDIT3	K6
DDIT4	K6
DDN	K4
DDO	K4
DDOST	K4
DDR1	K3
DDR2	K1
DDRGK1	K4
DDT	K2
DDTL	K5
DDX1	K4
DDX10	K2
DDX11	K4
DDX11-AS1	K2
DDX17	K1
DDX18	K2
DDX19A	K4
DDX19B	K2
DDX20	K4
DDX21	K4
DDX23	K5
DDX24	K6
DDX26B	K4
DDX27	K5
DDX28	K5
DDX31	K4
DDX39A	K5
DDX39B	K5
DDX3X	K1
DDX41	K4
DDX42	K1
DDX46	K2
DDX47	K1
DDX49	K5
DDX5	K5
DDX50	K4
DDX51	K2
DDX52	K7
DDX54	K5
DDX55	K4
DDX56	K5
DDX58	K1
DDX59	K1
DDX6	K1
DDX60	K2
DDX60L	K2
DEAF1	K2
DECR1	K5
DECR2	K5
DEDD	K6
DEDD2	K6
DEF6	K2
DEF8	K5
DEGS1	K4
DEGS2	K4
DEK	K4
DENND1A	K4
DENND1B	K1
DENND1C	K1
DENND2C	K3
DENND2D	K4
DENND3	K2
DENND4A	K7
DENND4B	K4
DENND4C	K2
DENND5A	K1
DENND5B	K1
DENND6A	K2
DENND6B	K3
DENR	K4
DEPDC1	K5
DEPDC1B	K5
DEPDC4	K4
DEPDC5	K2
DEPDC7	K5
DEPTOR	K1
DERA	K4
DERL1	K1
DERL2	K4
DERL3	K5
DES	K5
DESI1	K6
DESI2	K2
DET1	K4
DFFA	K4
DFFB	K4
DFNA5	K2
DFNB59	K2
DGAT1	K2
DGAT2	K6
DGCR14	K6
DGCR2	K5
DGCR6	K5
DGCR6L	K5
DGCR8	K4
DGCR9	K7
DGKA	K4
DGKD	K2
DGKE	K2
DGKG	K1
DGKH	K7
DGKQ	K5
DGKZ	K3
DGUOK	K5
DGUOK-AS1	K4
DHCR24	K5
DHCR7	K4
DHDDS	K4
DHDH	K7
DHFR	K4
DHFRL1	K3
DHODH	K5
DHPS	K6
DHRS1	K5
DHRS11	K4
DHRS12	K1
DHRS13	K6
DHRS2	K7
DHRS3	K5
DHRS4	K4
DHRS4-AS1	K2
DHRS4L2	K4
DHRS7	K2
DHRS7B	K5
DHRS9	K3
DHRSX	K4
DHTKD1	K4
DHX15	K4
DHX29	K4
DHX30	K5
DHX32	K1
DHX33	K2
DHX34	K6
DHX35	K4
DHX37	K4
DHX40	K1
DHX57	K2
DHX58	K4
DHX8	K6
DHX9	K4
DIABLO	K3
DIAPH1	K2
DIAPH2	K1
DIAPH3	K5
DIAPH3-AS1	K5
DIAPH3-AS2	K5
DICER1	K2
DICER1-AS1	K4
DIDO1	K2
DIEXF	K2
DIMT1	K2
DIO1	K1
DIP2A	K7
DIP2B	K2
DIRAS1	K1
DIRC2	K1
DIRC3	K1
DIS3	K2
DIS3L	K2
DIS3L2	K4
DISC1	K1
DISP1	K2
DISP2	K3
DIXDC1	K2
DKC1	K4
DKFZP761J1410	K3
DKFZP779L1853	K4
DLAT	K4
DLC1	K4
DLD	K4
DLEC1	K1
DLEU1	K5
DLEU2L	K1
DLG1	K1
DLG2	K1
DLG4	K1
DLG5	K3
DLGAP1	K3
DLGAP1-AS1	K7
DLGAP1-AS2	K7
DLGAP1-AS3	K3
DLGAP2	K7
DLGAP4	K2
DLGAP5	K5
DLK1	K1
DLK2	K3
DLST	K2
DLX2	K7
DMAP1	K5
DMBX1	K5
DMC1	K4
DMGDH	K7
DMPK	K6
DMTF1	K2
DMTN	K6
DMWD	K6
DMXL1	K2
DMXL2	K1
DNA2	K4
DNAAF2	K2
DNAAF3	K6
DNAH1	K1
DNAH10	K1
DNAH11	K1
DNAH12	K7
DNAH14	K2
DNAH17	K5
DNAH3	K3
DNAH7	K1
DNAJA1	K6
DNAJA2	K7
DNAJA3	K5
DNAJA4	K6
DNAJB1	K6
DNAJB11	K4
DNAJB12	K6
DNAJB14	K2
DNAJB2	K7
DNAJB4	K7
DNAJB5	K1
DNAJB6	K1
DNAJB9	K6
DNAJC1	K2
DNAJC10	K2
DNAJC11	K4
DNAJC12	K2
DNAJC13	K2
DNAJC14	K5
DNAJC15	K4
DNAJC16	K2
DNAJC17	K5
DNAJC18	K1
DNAJC19	K4
DNAJC2	K2
DNAJC21	K1
DNAJC24	K2
DNAJC25	K2
DNAJC27	K1
DNAJC27-AS1	K7
DNAJC28	K6
DNAJC3	K2
DNAJC3-AS1	K2
DNAJC4	K3
DNAJC5	K5
DNAJC6	K6
DNAJC7	K2
DNAJC8	K5
DNAJC9	K5
DNAJC9-AS1	K7
DNAL4	K5
DNASE1	K6
DNASE1L1	K5
DNASE1L2	K6
DNASE2	K6
DNHD1	K7
DNM1	K1
DNM1L	K4
DNM2	K4
DNM3	K1
DNMBP	K2
DNMT1	K4
DNMT3A	K2
DNMT3B	K2
DNPEP	K5
DNPH1	K4
DNTTIP1	K1
DNTTIP2	K1
DOC2A	K3
DOCK1	K1
DOCK10	K1
DOCK11	K1
DOCK2	K2
DOCK3	K1
DOCK5	K2
DOCK6	K4
DOCK7	K2
DOCK8	K2
DOCK9	K5
DOHH	K6
DOK1	K4
DOK2	K5
DOK3	K4
DOK4	K1
DOK7	K3
DOLK	K5
DOLPP1	K5
DONSON	K2
DOPEY1	K1
DOPEY2	K2
DOT1L	K5
DPAGT1	K4
DPCD	K6
DPEP2	K3
DPEP3	K2
DPF1	K4
DPF2	K5
DPF3	K6
DPH1	K7
DPH2	K4
DPH3	K6
DPH5	K4
DPH6	K5
DPH7	K5
DPM1	K5
DPM2	K6
DPM3	K5
DPP3	K5
DPP4	K3
DPP7	K5
DPP8	K2
DPP9	K5
DPPA4	K1
DPY19L1	K2
DPY19L2	K2
DPY19L3	K2
DPY19L4	K2
DPY30	K4
DPYD	K1
DPYSL2	K1
DPYSL4	K3
DR1	K5
DRAM1	K2
DRAM2	K2
DRAP1	K5
DRC1	K7
DRG1	K4
DRG2	K5
DROSHA	K2
DRP2	K6
DSCC1	K4
DSCR3	K4
DSCR9	K3
DSE	K2
DSEL	K1
DSG2	K2
DSN1	K5
DST	K1
DSTN	K4
DSTYK	K6
DTD1	K2
DTD2	K2
DTL	K4
DTNB	K2
DTNBP1	K2
DTWD1	K4
DTWD2	K1
DTX2	K5
DTX3	K1
DTX3L	K2
DTYMK	K5
DUOX1	K2
DUOX2	K3
DUS1L	K4
DUS2	K5
DUS3L	K5
DUS4L	K4
DUSP1	K1
DUSP10	K1
DUSP11	K2
DUSP12	K4
DUSP14	K4
DUSP18	K4
DUSP19	K2
DUSP2	K4
DUSP22	K2
DUSP23	K4
DUSP26	K7
DUSP28	K1
DUSP3	K2
DUSP5	K7
DUSP6	K1
DUSP7	K2
DUT	K4
DVL1	K4
DVL2	K5
DVL3	K2
DXO	K5
DYM	K2
DYNC1H1	K2
DYNC1I1	K1
DYNC1I2	K4
DYNC1LI1	K4
DYNC1LI2	K6
DYNC2H1	K1
DYNC2LI1	K4
DYNLL1	K5
DYNLL1-AS1	K5
DYNLL2	K1
DYNLRB1	K5
DYNLRB2	K1
DYNLT1	K4
DYNLT3	K7
DYRK1A	K1
DYRK1B	K7
DYRK2	K2
DYRK3	K7
DYRK4	K4
DYSF	K6
DYX1C1	K2
DZANK1	K2
DZIP3	K1
E2F1	K4
E2F2	K6
E2F3	K2
E2F4	K6
E2F5	K2
E2F6	K2
E2F7	K5
E2F8	K5
E4F1	K5
EAF1	K7
EAF1-AS1	K7
EAF2	K2
EAPP	K7
EARS2	K4
EBAG9	K2
EBF1	K7
EBLN2	K1
EBNA1BP2	K4
EBP	K5
EBPL	K2
ECD	K4
ECE1	K5
ECE2	K5
ECH1	K4
ECHDC1	K4
ECHDC2	K3
ECHDC3	K1
ECHS1	K4
ECI1	K4
ECI2	K4
ECM1	K5
ECM2	K4
ECSIT	K5
ECT2	K5
ECT2L	K1
EDA2R	K5
EDARADD	K3
EDC3	K5
EDC4	K4
EDEM1	K1
EDEM2	K4
EDEM3	K2
EDF1	K5
EDIL3	K7
EDRF1	K2
EEA1	K2
EED	K4
EEF1A1	K2
EEF1B2	K2
EEF1D	K5
EEF1E1	K4
EEF2	K2
EEF2K	K4
EEFSEC	K4
EEPD1	K4
EFCAB11	K4
EFCAB12	K5
EFCAB13	K2
EFCAB14	K1
EFCAB14-AS1	K1
EFCAB4A	K3
EFCAB4B	K2
EFCC1	K1
EFEMP2	K3
EFHB	K5
EFHC1	K4
EFHC2	K1
EFHD2	K2
EFNA1	K6
EFNA3	K1
EFNA4	K2
EFNB1	K1
EFR3A	K4
EFTUD2	K4
EGF	K1
EGFL6	K6
EGFL7	K4
EGFL8	K6
EGLN1	K1
EGLN2	K6
EGLN3	K2
EGOT	K1
EGR2	K1
EGR3	K1
EHBP1	K2
EHBP1L1	K1
EHD1	K6
EHD2	K1
EHD3	K1
EHD4	K2
EHHADH	K2
EHMT2	K2
EI24	K2
EID1	K1
EID2	K2
EID3	K4
EIF1	K6
EIF1AD	K5
EIF1AX	K2
EIF1B	K6
EIF2A	K2
EIF2AK1	K7
EIF2AK2	K2
EIF2AK3	K2
EIF2AK4	K2
EIF2B1	K4
EIF2B2	K5
EIF2B3	K4
EIF2B4	K5
EIF2B5	K4
EIF2D	K4
EIF2S1	K5
EIF2S2	K5
EIF2S3	K2
EIF3A	K2
EIF3B	K3
EIF3C	K4
EIF3CL	K4
EIF3D	K4
EIF3E	K2
EIF3F	K4
EIF3G	K4
EIF3H	K2
EIF3I	K5
EIF3J	K2
EIF3K	K4
EIF3L	K2
EIF3M	K2
EIF4A1	K5
EIF4A2	K1
EIF4A3	K5
EIF4B	K2
EIF4E	K5
EIF4E2	K5
EIF4E3	K1
EIF4EBP1	K4
EIF4EBP2	K1
EIF4EBP3	K6
EIF4ENIF1	K2
EIF4G1	K6
EIF4G2	K4
EIF4G3	K2
EIF4H	K4
EIF5	K7
EIF5A	K5
EIF5A2	K6
EIF5AL1	K2
EIF5B	K2
EIF6	K5
ELAC1	K4
ELAC2	K5
ELANE	K3
ELAVL1	K2
ELF1	K1
ELF2	K1
ELF3	K7
ELF4	K1
ELK1	K5
ELK3	K1
ELK4	K2
ELL	K6
ELL2	K7
ELL3	K7
ELMO1	K2
ELMO1-AS1	K1
ELMO2	K3
ELMO3	K6
ELMOD2	K4
ELMOD3	K5
ELN	K1
ELOF1	K6
ELOVL1	K6
ELOVL3	K3
ELOVL5	K4
ELOVL6	K5
ELOVL7	K1
ELP2	K4
ELP3	K4
ELP4	K4
ELP5	K4
ELP6	K5
EMB	K2
EMC1	K4
EMC10	K2
EMC2	K6
EMC3	K6
EMC4	K5
EMC6	K5
EMC9	K6
EMCN	K1
EMD	K6
EME1	K4
EME2	K6
EMG1	K5
EMID1	K2
EMILIN1	K3
EMILIN2	K1
EML1	K7
EML2	K5
EML3	K2
EML4	K2
EML6	K1
EMP2	K4
EMP3	K5
EMR2	K2
EMR3	K3
ENAH	K1
ENC1	K1
ENDOD1	K6
ENDOU	K6
ENDOV	K5
ENG	K4
ENGASE	K5
ENO1	K4
ENO2	K5
ENO3	K4
ENOPH1	K4
ENOSF1	K4
ENOX2	K4
ENPP2	K1
ENPP3	K3
ENPP4	K2
ENSA	K2
ENTHD2	K6
ENTPD1	K2
ENTPD1-AS1	K4
ENTPD4	K4
ENTPD5	K6
ENTPD6	K5
ENTPD7	K2
ENY2	K2
EOGT	K1
EP300	K7
EP400	K2
EP400NL	K4
EPAS1	K3
EPB41	K7
EPB41L2	K2
EPB41L3	K1
EPB41L4A	K1
EPB41L4A-AS1	K1
EPB41L4A-AS2	K6
EPB41L5	K2
EPB42	K6
EPC1	K1
EPC2	K1
EPCAM	K4
EPDR1	K4
EPG5	K7
EPGN	K1
EPHA1	K1
EPHB4	K4
EPHX1	K2
EPHX2	K2
EPHX3	K1
EPM2A	K7
EPM2AIP1	K4
EPN1	K7
EPN2	K6
EPN2-AS1	K6
EPN3	K5
EPOR	K6
EPRS	K4
EPS15	K4
EPS15L1	K3
EPS8	K5
EPS8L1	K3
EPS8L2	K3
EPSTI1	K1
EPT1	K2
EPX	K3
ERAL1	K5
ERAP1	K2
ERAP2	K2
ERAS	K7
ERBB2IP	K1
ERC1	K2
ERCC1	K4
ERCC2	K4
ERCC3	K4
ERCC4	K2
ERCC5	K2
ERCC6	K1
ERCC6L	K4
ERCC6L2	K2
ERCC8	K4
EREG	K1
ERF	K1
ERG	K1
ERGIC1	K2
ERGIC2	K4
ERH	K5
ERI1	K5
ERI2	K4
ERI3	K4
ERICH1	K2
ERLIN1	K2
ERLIN2	K2
ERMAP	K6
ERMARD	K4
ERMN	K1
ERMP1	K1
ERN1	K3
ERO1L	K2
ERO1LB	K1
ERP27	K1
ERP29	K4
ERP44	K4
ERRFI1	K1
ERV3-1	K2
ESAM	K1
ESCO1	K2
ESCO2	K5
ESD	K2
ESF1	K2
ESPL1	K5
ESPN	K6
ESPNL	K6
ESR1	K1
ESR2	K6
ESRP2	K3
ESRRA	K5
ESYT1	K4
ESYT2	K2
ESYT3	K1
ETAA1	K4
ETF1	K4
ETFA	K5
ETFB	K5
ETFDH	K6
ETHE1	K3
ETNK1	K5
ETS1	K1
ETS2	K2
ETV3	K1
ETV4	K5
ETV5	K3
ETV6	K1
EVA1B	K1
EVA1C	K2
EVC	K1
EVI2A	K1
EVI2B	K1
EVI5L	K5
EVL	K2
EVPL	K1
EWSR1	K5
EXD2	K2
EXD3	K3
EXO1	K4
EXO5	K5
EXOC1	K2
EXOC2	K4
EXOC3	K4
EXOC3L2	K3
EXOC4	K4
EXOC5	K4
EXOC6	K4
EXOC6B	K2
EXOC7	K4
EXOG	K2
EXOSC1	K5
EXOSC10	K4
EXOSC2	K4
EXOSC3	K5
EXOSC4	K5
EXOSC5	K5
EXOSC6	K1
EXOSC7	K4
EXOSC8	K4
EXOSC9	K4
EXPH5	K1
EXT1	K2
EXT2	K4
EXTL2	K2
EXTL3	K2
EXTL3-AS1	K1
EZH1	K6
EZH2	K5
EZR	K4
F11R	K1
F12	K3
F13A1	K3
F2R	K2
F2RL1	K1
F2RL2	K1
F2RL3	K5
F3	K3
F5	K3
F8	K4
FAAH	K3
FABP5	K2
FADS1	K4
FADS2	K4
FADS3	K3
FAF1	K2
FAF2	K4
FAH	K5
FAHD1	K6
FAHD2A	K4
FAHD2B	K4
FAIM	K2
FAM101B	K1
FAM102A	K1
FAM102B	K2
FAM103A1	K5
FAM104A	K6
FAM104B	K1
FAM105A	K1
FAM106A	K6
FAM107B	K3
FAM109A	K3
FAM109B	K4
FAM110A	K4
FAM110B	K1
FAM111A	K4
FAM111B	K2
FAM114A1	K4
FAM114A2	K5
FAM115A	K2
FAM115C	K1
FAM117A	K1
FAM117B	K2
FAM118A	K5
FAM118B	K5
FAM120A	K2
FAM120C	K2
FAM122A	K1
FAM122B	K4
FAM122C	K6
FAM124A	K3
FAM124B	K2
FAM126A	K4
FAM126B	K4
FAM127A	K4
FAM127B	K5
FAM127C	K2
FAM129A	K4
FAM129B	K5
FAM131A	K6
FAM132A	K6
FAM132B	K6
FAM133B	K2
FAM134A	K7
FAM134B	K1
FAM134C	K6
FAM135A	K1
FAM136A	K4
FAM13A	K6
FAM13A-AS1	K1
FAM13B	K1
FAM149B1	K4
FAM150B	K1
FAM151B	K3
FAM154B	K3
FAM156B	K5
FAM157A	K1
FAM157B	K1
FAM160A2	K6
FAM160B1	K1
FAM160B2	K4
FAM161A	K2
FAM161B	K1
FAM162A	K4
FAM168A	K2
FAM168B	K2
FAM169A	K1
FAM171A1	K4
FAM171B	K1
FAM172A	K4
FAM173A	K5
FAM173B	K4
FAM174A	K4
FAM174B	K1
FAM175A	K2
FAM175B	K4
FAM177A1	K2
FAM177B	K7
FAM178A	K2
FAM178B	K4
FAM179A	K3
FAM179B	K1
FAM184B	K1
FAM185A	K4
FAM186B	K1
FAM188A	K5
FAM188B	K2
FAM189B	K2
FAM192A	K4
FAM193A	K2
FAM193B	K3
FAM194B	K6
FAM195A	K5
FAM195B	K5
FAM196B	K1
FAM198B	K2
FAM19A2	K2
FAM200A	K5
FAM200B	K2
FAM201A	K3
FAM204A	K1
FAM206A	K5
FAM207A	K5
FAM208A	K1
FAM208B	K1
FAM209A	K7
FAM209B	K6
FAM20A	K3
FAM20B	K7
FAM210A	K2
FAM210B	K7
FAM211A	K2
FAM211B	K3
FAM212A	K3
FAM212B	K4
FAM213A	K1
FAM213B	K4
FAM214A	K1
FAM214B	K6
FAM216A	K4
FAM217B	K2
FAM218A	K2
FAM219B	K2
FAM21A	K7
FAM21B	K7
FAM21C	K7
FAM21D	K7
FAM220A	K2
FAM221A	K2
FAM222A	K4
FAM222B	K1
FAM227A	K4
FAM228B	K1
FAM229A	K7
FAM229B	K4
FAM24B	K5
FAM26F	K1
FAM27A	K6
FAM32A	K5
FAM35A	K4
FAM3A	K6
FAM3C	K1
FAM45A	K4
FAM46A	K2
FAM46C	K7
FAM47E	K2
FAM49A	K1
FAM49B	K4
FAM50A	K5
FAM50B	K5
FAM53A	K4
FAM53B	K5
FAM53B-AS1	K5
FAM53C	K7
FAM57A	K4
FAM58A	K3
FAM60A	K2
FAM63A	K2
FAM63B	K2
FAM64A	K3
FAM65A	K5
FAM65B	K2
FAM65C	K6
FAM69A	K2
FAM69B	K1
FAM71D	K6
FAM71F2	K7
FAM72A	K5
FAM72B	K5
FAM72C	K5
FAM72D	K5
FAM73A	K2
FAM73B	K6
FAM76A	K4
FAM76B	K7
FAM78A	K2
FAM81A	K4
FAM81B	K1
FAM83A	K6
FAM83A-AS1	K6
FAM83D	K6
FAM83F	K6
FAM83G	K5
FAM83H	K2
FAM83H-AS1	K4
FAM84B	K1
FAM86A	K5
FAM86B1	K2
FAM86C1	K4
FAM87B	K1
FAM89A	K2
FAM89B	K1
FAM8A1	K1
FAM91A1	K1
FAM92A1	K2
FAM96A	K4
FAM96B	K6
FAM98A	K4
FAM98B	K2
FAM98C	K5
FAN1	K4
FANCA	K5
FANCB	K5
FANCC	K4
FANCD2	K5
FANCD2OS	K6
FANCE	K4
FANCF	K4
FANCG	K5
FANCI	K4
FANCL	K4
FANCM	K2
FANK1	K7
FANK1-AS1	K7
FAR1	K4
FAR2	K2
FARP1	K1
FARP2	K4
FARS2	K4
FARSA	K5
FARSB	K4
FAS	K6
FASN	K4
FASTK	K6
FASTKD1	K4
FASTKD2	K4
FASTKD3	K4
FASTKD5	K5
FAT1	K6
FAT2	K6
FAU	K5
FAXDC2	K6
FBF1	K5
FBL	K2
FBLN1	K1
FBLN2	K4
FBN1	K1
FBN2	K3
FBRS	K7
FBRSL1	K2
FBXL12	K4
FBXL13	K2
FBXL14	K1
FBXL15	K5
FBXL17	K1
FBXL19	K1
FBXL19-AS1	K3
FBXL2	K2
FBXL20	K7
FBXL22	K7
FBXL3	K1
FBXL4	K7
FBXL5	K2
FBXL6	K4
FBXL8	K5
FBXO10	K2
FBXO11	K1
FBXO15	K2
FBXO16	K5
FBXO18	K4
FBXO21	K4
FBXO22	K5
FBXO24	K5
FBXO25	K4
FBXO28	K4
FBXO3	K2
FBXO30	K7
FBXO31	K4
FBXO32	K1
FBXO33	K1
FBXO34	K7
FBXO36	K4
FBXO38	K6
FBXO4	K4
FBXO41	K1
FBXO42	K2
FBXO43	K4
FBXO44	K4
FBXO45	K2
FBXO46	K1
FBXO48	K6
FBXO5	K5
FBXO6	K4
FBXO7	K6
FBXO8	K6
FBXO9	K6
FBXW11	K1
FBXW2	K4
FBXW4	K6
FBXW5	K5
FBXW7	K1
FBXW8	K1
FBXW9	K5
FCER1A	K1
FCER1G	K3
FCER2	K3
FCF1	K4
FCGR1A	K3
FCGR2A	K5
FCGR2B	K3
FCGR3A	K5
FCGR3B	K4
FCGRT	K4
FCHO1	K3
FCHO2	K7
FCHSD1	K5
FCHSD2	K2
FCRL1	K3
FCRL2	K3
FCRLB	K5
FDFT1	K7
FDPS	K5
FDX1	K2
FDXACB1	K4
FDXR	K6
FECH	K6
FEM1A	K6
FEM1C	K7
FEN1	K5
FER	K2
FER1L6	K1
FERMT1	K1
FERMT3	K5
FES	K3
FEZ1	K1
FEZ2	K2
FGD1	K4
FGD2	K7
FGD3	K3
FGD4	K1
FGD5	K1
FGD5-AS1	K4
FGD6	K7
FGF11	K2
FGF14-AS2	K2
FGF18	K1
FGF2	K5
FGFBP3	K1
FGFR1	K1
FGFR1OP	K5
FGFR1OP2	K7
FGFR3	K4
FGFR4	K7
FGFRL1	K2
FGGY	K2
FGL2	K1
FGR	K3
FH	K4
FHDC1	K6
FHIT	K2
FHL1	K1
FHL2	K6
FHL3	K2
FHOD1	K4
FHOD3	K2
FIBP	K4
FICD	K5
FIG4	K4
FIGF	K7
FIGNL1	K4
FILIP1L	K2
FIP1L1	K2
FIS1	K6
FITM1	K7
FITM2	K4
FIZ1	K2
FJX1	K4
FKBP11	K2
FKBP14	K2
FKBP15	K4
FKBP1A	K4
FKBP1B	K6
FKBP1C	K4
FKBP2	K3
FKBP3	K4
FKBP4	K4
FKBP5	K2
FKBP7	K2
FKBP8	K6
FKBP9	K2
FKBPL	K6
FKRP	K5
FKTN	K2
FLAD1	K5
FLCN	K6
FLI1	K1
