gene	cluster
FLII	K5
FLJ00104	K5
FLJ00273	K1
FLJ27365	K6
FLNA	K3
FLNB	K2
FLNB-AS1	K1
FLOT1	K5
FLOT2	K4
FLRT1	K5
FLT1	K1
FLT3	K1
FLT3LG	K6
FLT4	K5
FLVCR1	K2
FLVCR1-AS1	K4
FLVCR2	K1
FLYWCH1	K4
FLYWCH2	K5
FMN1	K1
FMNL1	K1
FMNL2	K1
FMNL3	K1
FMO4	K2
FMO5	K1
FMOD	K1
FMR1	K1
FN1	K1
FN3K	K4
FN3KRP	K4
FNBP1	K1
FNBP1L	K1
FNBP4	K1
FNDC3A	K2
FNDC3B	K2
FNDC7	K7
FNDC9	K1
FNIP1	K7
FNIP2	K2
FNTA	K2
FNTB	K5
FOCAD	K4
FOPNL	K4
FOS	K1
FOSB	K1
FOSL1	K7
FOSL2	K1
FOXD2	K3
FOXD2-AS1	K4
FOXJ2	K7
FOXJ3	K1
FOXK1	K2
FOXK2	K2
FOXM1	K5
FOXN2	K2
FOXN3	K1
FOXN3-AS1	K1
FOXO1	K1
FOXO3	K7
FOXO4	K7
FOXP1	K1
FOXP1-AS1	K1
FOXP4	K2
FOXRED1	K5
FOXRED2	K4
FPGS	K5
FPGT	K5
FPR1	K3
FPR2	K3
FRA10AC1	K4
FRAS1	K3
FRAT1	K2
FRAT2	K2
FREM1	K1
FREM3	K1
FRG1	K4
FRG1B	K1
FRMD3	K3
FRMD4A	K6
FRMD4B	K1
FRMD5	K5
FRMD6	K2
FRMD8	K6
FRRS1	K4
FRS2	K1
FRS3	K1
FRY-AS1	K3
FRYL	K1
FSCN1	K4
FSD1L	K2
FSD2	K5
FSIP1	K2
FSIP2	K1
FST	K3
FSTL1	K1
FSTL3	K4
FSTL4	K5
FTCD	K7
FTCDNL1	K2
FTH1	K6
FTL	K6
FTO	K2
FTSJ1	K4
FTSJ2	K4
FTSJ3	K4
FTX	K1
FUBP1	K4
FUBP3	K2
FUCA1	K3
FUCA2	K4
FUK	K5
FUNDC1	K4
FUNDC2	K6
FUOM	K5
FURIN	K7
FUS	K4
FUT1	K5
FUT10	K2
FUT11	K2
FUT2	K3
FUT3	K7
FUT4	K1
FUT7	K3
FUT8	K2
FUZ	K6
FXN	K4
FXR1	K1
FXR2	K6
FXYD3	K4
FXYD5	K2
FYB	K1
FYCO1	K1
FYN	K1
FYTTD1	K2
FZD1	K1
FZD3	K2
FZD4	K4
FZD5	K6
FZD6	K2
FZD7	K1
FZR1	K6
G0S2	K5
G2E3	K4
G3BP1	K4
G6PC3	K2
G6PD	K5
GAA	K4
GAB1	K6
GAB2	K1
GAB3	K4
GABARAP	K6
GABARAPL1	K7
GABARAPL2	K7
GABBR1	K1
GABPA	K2
GABPB2	K5
GAD1	K5
GADD45A	K7
GADD45B	K3
GADD45G	K3
GADD45GIP1	K5
GAK	K6
GAL	K5
GAL3ST1	K7
GAL3ST4	K1
GALC	K4
GALE	K5
GALK1	K5
GALK2	K4
GALM	K3
GALNT1	K2
GALNT10	K4
GALNT11	K4
GALNT12	K1
GALNT14	K2
GALNT2	K6
GALNT3	K3
GALNT4	K7
GALNT5	K6
GALNT6	K5
GALNT7	K2
GALT	K5
GAMT	K4
GAN	K2
GANAB	K4
GANC	K2
GAPDH	K4
GAPT	K1
GAPVD1	K7
GAR1	K4
GAREML	K2
GARNL3	K1
GARS	K5
GART	K4
GAS2	K6
GAS2L1	K4
GAS2L2	K5
GAS2L3	K5
GAS5-AS1	K2
GAS6	K2
GAS6-AS1	K3
GAS7	K1
GAS8	K5
GATA1	K6
GATA2	K3
GATA5	K5
GATAD1	K2
GATAD2A	K3
GATAD2B	K1
GATC	K2
GATM	K1
GATS	K1
GBA	K4
GBA2	K5
GBAS	K4
GBE1	K2
GBF1	K5
GBGT1	K5
GBP1	K1
GBP2	K1
GBP3	K1
GBP4	K1
GBP5	K1
GCA	K4
GCAT	K5
GCC1	K7
GCC2	K1
GCDH	K6
GCFC2	K2
GCH1	K1
GCHFR	K5
GCLC	K7
GCLM	K7
GCN1L1	K4
GCNT1	K2
GCNT2	K7
GCNT6	K7
GCNT7	K1
GCOM1	K5
GCSAM	K1
GCSAML	K2
GCSH	K4
GDA	K7
GDAP1	K2
GDAP2	K4
GDE1	K7
GDF11	K2
GDF15	K6
GDI1	K6
GDI2	K4
GDPD1	K4
GDPD3	K3
GDPD5	K6
GDPGP1	K4
GEMIN2	K5
GEMIN4	K4
GEMIN5	K2
GEMIN6	K4
GEMIN7	K5
GEN1	K5
GET4	K7
GFER	K5
GFI1	K1
GFI1B	K5
GFM1	K4
GFM2	K4
GFOD1	K4
GFOD2	K6
GFPT1	K2
GFRA3	K3
GGA1	K5
GGA2	K2
GGA3	K2
GGACT	K4
GGCT	K4
GGCX	K2
GGH	K4
GGNBP2	K4
GGPS1	K1
GGT1	K5
GGT7	K3
GHDC	K2
GHITM	K6
GHR	K1
GHRL	K2
GID4	K1
GID8	K7
GIGYF1	K6
GIGYF2	K2
GIMAP2	K2
GIMAP6	K1
GIN1	K4
GINM1	K4
GINS1	K4
GINS2	K4
GINS3	K4
GINS4	K4
GIPC1	K3
GIPC2	K7
GIPR	K3
GIT1	K2
GIT2	K2
GJA4	K3
GJB3	K3
GJB4	K7
GJB5	K7
GJC2	K7
GK	K3
GK-AS1	K6
GK5	K4
GKAP1	K1
GKN2	K6
GLA	K6
GLB1	K4
GLB1L2	K2
GLCE	K2
GLG1	K1
GLI1	K1
GLI4	K5
GLIPR1	K1
GLIPR2	K4
GLIS2	K3
GLMN	K4
GLO1	K4
GLOD4	K4
GLOD5	K6
GLRB	K4
GLRX	K4
GLRX2	K5
GLRX3	K5
GLRX5	K7
GLS	K2
GLS2	K2
GLT8D1	K4
GLT8D2	K1
GLTP	K2
GLTPD1	K6
GLTSCR1	K1
GLTSCR1L	K1
GLTSCR2	K2
GLUD1	K2
GLUD2	K1
GLUL	K6
GLYAT	K7
GLYCTK	K5
GLYR1	K5
GM2A	K2
GMCL1	K4
GMDS	K4
GMDS-AS1	K2
GMEB1	K2
GMEB2	K5
GMFB	K4
GMFG	K2
GMIP	K3
GMNN	K5
GMPPA	K5
GMPPB	K6
GMPR	K6
GMPR2	K2
GMPS	K4
GNA11	K4
GNA12	K7
GNA13	K1
GNA14	K3
GNA15	K2
GNAI1	K1
GNAI2	K1
GNAI3	K4
GNAQ	K2
GNAS	K1
GNAS-AS1	K4
GNAT2	K7
GNAZ	K6
GNB1	K2
GNB1L	K5
GNB2	K6
GNB2L1	K4
GNB3	K5
GNB4	K2
GNB5	K1
GNE	K2
GNG11	K1
GNG2	K4
GNG3	K6
GNG5	K5
GNG7	K1
GNGT2	K7
GNL1	K4
GNL2	K4
GNL3	K4
GNL3L	K5
GNLY	K3
GNMT	K3
GNPAT	K4
GNPDA1	K6
GNPDA2	K4
GNPNAT1	K4
GNPTAB	K2
GNPTG	K6
GNRH1	K3
GNS	K3
GOLGA1	K4
GOLGA2	K6
GOLGA3	K6
GOLGA4	K6
GOLGA5	K7
GOLGA7	K7
GOLGA8A	K3
GOLGA8B	K5
GOLGA8N	K1
GOLGB1	K1
GOLIM4	K2
GOLM1	K2
GOLPH3L	K2
GON4L	K2
GOPC	K2
GORAB	K2
GORASP1	K4
GORASP2	K2
GOSR1	K2
GOSR2	K5
GOT1	K6
GOT2	K4
GP1BA	K1
GP6	K3
GP9	K3
GPAA1	K5
GPALPP1	K4
GPAM	K4
GPANK1	K6
GPAT2	K4
GPATCH1	K4
GPATCH2	K2
GPATCH2L	K1
GPATCH3	K6
GPATCH4	K4
GPATCH8	K1
GPBAR1	K3
GPBP1	K1
GPBP1L1	K1
GPC1	K3
GPC2	K3
GPC5	K1
GPCPD1	K7
GPD1L	K2
GPD2	K2
GPHN	K2
GPI	K4
GPKOW	K6
GPLD1	K6
GPM6B	K7
GPN1	K4
GPN2	K5
GPN3	K5
GPNMB	K2
GPR107	K2
GPR108	K5
GPR113	K1
GPR114	K1
GPR125	K2
GPR126	K1
GPR132	K3
GPR135	K1
GPR137	K6
GPR137B	K1
GPR137C	K3
GPR141	K1
GPR146	K7
GPR15	K7
GPR153	K3
GPR155	K4
GPR157	K1
GPR160	K1
GPR161	K4
GPR171	K1
GPR174	K2
GPR176	K6
GPR180	K4
GPR183	K1
GPR19	K5
GPR21	K1
GPR27	K1
GPR3	K1
GPR34	K3
GPR35	K3
GPR37L1	K1
GPR52	K1
GPR56	K2
GPR61	K5
GPR63	K4
GPR64	K1
GPR65	K3
GPR68	K2
GPR75	K3
GPR75-ASB3	K1
GPR82	K3
GPR83	K7
GPR85	K3
GPR87	K1
GPR89A	K5
GPR89B	K6
GPR89C	K1
GPR97	K3
GPR98	K6
GPRASP1	K1
GPRASP2	K1
GPRC5C	K3
GPRC5D	K6
GPRIN1	K5
GPS1	K5
GPS2	K6
GPSM1	K3
GPSM2	K1
GPSM3	K2
GPT	K5
GPT2	K3
GPX1	K3
GPX2	K1
GPX3	K7
GPX4	K6
GPX7	K2
GRAMD1A	K2
GRAMD1B	K1
GRAMD1C	K1
GRAMD3	K1
GRAMD4	K3
GRAP2	K6
GRB10	K4
GRB2	K4
GREB1L	K1
GRHL1	K6
GRHPR	K4
GRIK1	K3
GRIK4	K3
GRIK5	K1
GRIN2C	K3
GRIN3A	K1
GRINA	K7
GRIP1	K1
GRIPAP1	K6
GRK4	K2
GRK5	K1
GRK6	K6
GRN	K5
GRPEL1	K5
GRPEL2	K5
GRSF1	K3
GRTP1	K4
GRWD1	K5
GS1-124K5.11	K5
GS1-124K5.3	K6
GS1-124K5.4	K5
GS1-251I9.4	K4
GS1-259H13.2	K7
GS1-393G12.12	K5
GS1-421I3.2	K3
GS1-57L11.1	K1
GSAP	K2
GSDMB	K6
GSDMD	K5
GSE1	K2
GSG2	K4
GSK3A	K1
GSKIP	K6
GSN	K3
GSN-AS1	K1
GSPT1	K1
GSPT2	K2
GSR	K1
GSS	K5
GSTA4	K2
GSTCD	K4
GSTK1	K2
GSTM1	K2
GSTM2	K2
GSTM3	K2
GSTM4	K2
GSTM5	K1
GSTO1	K5
GSTO2	K1
GSTP1	K4
GSTZ1	K5
GTDC1	K2
GTF2A1	K1
GTF2A2	K5
GTF2B	K6
GTF2E1	K5
GTF2E2	K2
GTF2F1	K5
GTF2F2	K4
GTF2H1	K5
GTF2H2	K4
GTF2H2C	K4
GTF2H3	K4
GTF2H5	K4
GTF2I	K1
GTF2IRD1	K2
GTF2IRD2	K1
GTF3A	K4
GTF3C1	K4
GTF3C2	K4
GTF3C3	K4
GTF3C4	K2
GTF3C5	K5
GTF3C6	K4
GTPBP1	K6
GTPBP10	K2
GTPBP2	K6
GTPBP3	K5
GTPBP4	K4
GTPBP6	K5
GTPBP8	K4
GTSE1	K5
GTSF1	K2
GUCA1B	K6
GUCD1	K6
GUCY1A3	K1
GUCY1B3	K2
GUF1	K4
GUK1	K6
GULP1	K7
GUSB	K4
GXYLT1	K1
GYG1	K4
GYG2	K2
GYPA	K6
GYPB	K6
GYPC	K6
GYPE	K6
GYS1	K4
GZF1	K5
GZMM	K7
H1F0	K4
H1FX	K1
H1FX-AS1	K1
H2AFJ	K6
H2AFV	K2
H2AFX	K5
H2AFY	K2
H2AFY2	K2
H2AFZ	K4
H3F3A	K1
H3F3B	K1
H3F3C	K3
H6PD	K2
HAAO	K3
HABP4	K1
HACE1	K2
HACL1	K5
HADH	K4
HADHB	K4
HAGH	K6
HAGHL	K5
HAL	K3
HAPLN3	K3
HARBI1	K6
HARS	K5
HARS2	K5
HAS1	K3
HAS3	K4
HAT1	K4
HAUS1	K4
HAUS2	K4
HAUS3	K4
HAUS4	K5
HAUS5	K4
HAUS6	K4
HAUS7	K5
HAUS8	K5
HAVCR2	K1
HAX1	K5
HBA1	K6
HBA2	K6
HBB	K6
HBD	K6
HBE1	K6
HBEGF	K1
HBG1	K6
HBG2	K6
HBM	K6
HBP1	K7
HBQ1	K6
HBS1L	K5
HBZ	K6
HCCS	K6
HCFC1	K5
HCFC1R1	K5
HCFC2	K6
HCG11	K2
HCG14	K7
HCG18	K2
HCG25	K6
HCG27	K6
HCG9	K7
HCK	K3
HCLS1	K2
HCN2	K7
HCN3	K4
HDAC1	K4
HDAC10	K3
HDAC11	K5
HDAC2	K4
HDAC3	K5
HDAC5	K7
HDAC6	K6
HDAC7	K4
HDAC8	K4
HDAC9	K1
HDC	K3
HDDC2	K4
HDDC3	K5
HDGF	K1
HDGFRP2	K2
HDGFRP3	K2
HDHD1	K4
HDHD2	K4
HDHD3	K4
HDLBP	K4
HEATR1	K2
HEATR2	K4
HEATR3	K2
HEATR4	K2
HEATR5A	K4
HEATR5B	K2
HEATR6	K4
HEBP1	K6
HEBP2	K1
HECA	K7
HECTD1	K1
HECTD2	K2
HECTD3	K6
HECTD4	K7
HEG1	K1
HELB	K1
HELLS	K4
HELQ	K6
HELZ	K1
HEMGN	K6
HEMK1	K4
HENMT1	K2
HEPACAM2	K7
HEPH	K3
HERC1	K7
HERC2	K2
HERC3	K2
HERC4	K4
HERC5	K2
HERC6	K4
HERPUD1	K6
HERPUD2	K1
HES1	K5
HES2	K5
HES6	K6
HESX1	K1
HEXA	K4
HEXB	K5
HEXDC	K5
HEXIM1	K7
HEXIM2	K1
HEY1	K3
HEYL	K1
HFE	K7
HFM1	K1
HGD	K3
HGF	K1
HGS	K6
HGSNAT	K2
HHAT	K1
HHATL	K7
HHEX	K2
HHIPL2	K3
HHLA3	K2
HIAT1	K6
HIATL1	K2
HIATL2	K2
HIBADH	K4
HIBCH	K2
HIC2	K2
HIF1A	K2
HIF1AN	K5
HIGD1A	K5
HIGD1B	K3
HIGD1C	K6
HIGD2A	K2
HILPDA	K5
HINFP	K6
HINT1	K4
HINT2	K5
HINT3	K1
HIP1	K1
HIP1R	K5
HIPK1	K1
HIPK2	K1
HIPK3	K1
HIRA	K6
HIRIP3	K4
HIST1H1A	K1
HIST1H1B	K2
HIST1H1C	K7
HIST1H1D	K1
HIST1H1E	K1
HIST1H1T	K1
HIST1H2AC	K7
HIST1H2AE	K1
HIST1H2AG	K1
HIST1H2AH	K4
HIST1H2AI	K1
HIST1H2AJ	K2
HIST1H2AK	K1
HIST1H2AL	K2
HIST1H2BB	K5
HIST1H2BC	K1
HIST1H2BD	K1
HIST1H2BE	K4
HIST1H2BF	K1
HIST1H2BG	K1
HIST1H2BH	K1
HIST1H2BI	K1
HIST1H2BJ	K7
HIST1H2BK	K1
HIST1H2BL	K1
HIST1H2BM	K2
HIST1H2BN	K1
HIST1H2BO	K7
HIST1H3A	K6
HIST1H3B	K2
HIST1H3C	K5
HIST1H3D	K6
HIST1H3E	K7
HIST1H3F	K4
HIST1H3G	K5
HIST1H3H	K7
HIST1H3I	K4
HIST1H3J	K4
HIST1H4B	K1
HIST1H4C	K5
HIST1H4D	K1
HIST1H4E	K1
HIST1H4F	K5
HIST1H4H	K7
HIST1H4I	K4
HIST1H4J	K6
HIST2H2AB	K1
HIST2H2AC	K1
HIST2H2BE	K1
HIST2H2BF	K1
HIST3H2A	K7
HIST3H2BB	K7
HIST4H4	K7
HIVEP2	K2
HIVEP3	K1
HJURP	K6
HK1	K6
HK2	K2
HK3	K3
HKDC1	K6
HKR1	K4
HLA-A	K7
HLA-B	K1
HLA-C	K3
HLA-DMA	K1
HLA-DMB	K1
HLA-DOA	K1
HLA-DPA1	K1
HLA-DPB1	K1
HLA-DQA1	K1
HLA-DQB1	K1
HLA-DRA	K1
HLA-DRB1	K1
HLA-DRB5	K1
HLA-E	K1
HLA-F	K1
HLA-G	K7
HLCS	K2
HLTF	K4
HLX	K3
HM13	K5
HMBOX1	K2
HMBS	K6
HMCES	K4
HMCN1	K1
HMG20A	K4
HMGA1	K4
HMGA2	K1
HMGB1	K4
HMGB2	K5
HMGB3	K4
HMGCL	K6
HMGCR	K4
HMGCS1	K5
HMGN1	K4
HMGN2	K4
HMGN3	K2
HMGN3-AS1	K2
HMGN4	K2
HMGN5	K4
HMGXB3	K5
HMGXB4	K2
HMHA1	K3
HMMR	K5
HMOX1	K7
HMOX2	K4
HN1	K5
HN1L	K4
HNF4A	K6
HNF4A-AS1	K5
HNRNPA0	K2
HNRNPA1	K2
HNRNPA1L2	K2
HNRNPA2B1	K4
HNRNPA3	K2
HNRNPAB	K2
HNRNPC	K4
HNRNPD	K2
HNRNPDL	K2
HNRNPF	K5
HNRNPH1	K4
HNRNPH2	K5
HNRNPH3	K4
HNRNPK	K5
HNRNPLL	K2
HNRNPM	K4
HNRNPR	K4
HNRNPU	K1
HNRNPUL1	K1
HNRNPUL2	K2
HOMER1	K2
HOMER2	K2
HOMER3	K3
HOMEZ	K1
HOOK1	K1
HOOK2	K3
HOPX	K1
HOTAIRM1	K3
HOXA1	K5
HOXA10	K1
HOXA5	K1
HOXA9	K3
HOXB3	K1
HOXB4	K2
HOXB5	K1
HOXB6	K3
HOXB7	K2
HOXB9	K6
HP	K3
HP1BP3	K2
HPCAL1	K1
HPD	K6
HPDL	K4
HPGD	K3
HPGDS	K1
HPR	K4
HPRT1	K4
HPS1	K6
HPS3	K2
HPS4	K5
HPS5	K2
HPS6	K4
HPSE	K3
HPSE2	K1
HPX	K1
HR	K7
HRAS	K4
HRASLS5	K3
HRH2	K3
HRH4	K3
HRNR	K3
HRSP12	K5
HS1BP3	K6
HS2ST1	K2
HS3ST3B1	K1
HS6ST1	K2
hsa-mir-1199	K5
hsa-mir-8072	K3
HSBP1	K4
HSBP1L1	K4
HSCB	K2
HSD11B1L	K3
HSD11B2	K4
HSD17B1	K2
HSD17B10	K5
HSD17B11	K1
HSD17B12	K2
HSD17B13	K7
HSD17B14	K1
HSD17B4	K4
HSD17B6	K6
HSD17B7	K3
HSD17B8	K4
HSD3B7	K5
HSDL1	K5
HSDL2	K4
HSF1	K6
HSF2	K5
HSF5	K1
HSH2D	K3
HSP90AA1	K4
HSP90AB1	K2
HSP90B1	K2
HSPA13	K7
HSPA14	K4
HSPA1A	K1
HSPA1B	K7
HSPA1L	K1
HSPA4	K4
HSPA4L	K4
HSPA5	K3
HSPA6	K6
HSPA8	K5
HSPA9	K5
HSPB1	K6
HSPB11	K5
HSPB9	K7
HSPBAP1	K7
HSPBP1	K5
HSPD1	K4
HSPE1	K4
HSPG2	K3
HSPH1	K2
HTATIP2	K7
HTATSF1	K2
HTR1F	K1
HTR2B	K1
HTRA2	K5
HTRA3	K3
HTRA4	K1
HTT	K2
HUS1	K2
HUWE1	K1
HVCN1	K3
HYAL1	K6
HYAL2	K4
HYAL3	K3
HYI	K6
HYKK	K1
HYLS1	K6
HYOU1	K3
HYPK	K1
IAH1	K4
IARS	K5
IARS2	K4
IBA57	K6
IBA57-AS1	K7
IBTK	K2
ICA1	K4
ICA1L	K2
ICAM1	K3
ICAM2	K5
ICAM3	K2
ICK	K1
ICMT	K4
ICOSLG	K1
ICT1	K4
ID1	K6
ID2	K6
ID3	K3
IDE	K4
IDH1	K4
IDH1-AS1	K5
IDH2	K5
IDH3A	K4
IDH3B	K5
IDH3G	K5
IDI1	K4
IDI2-AS1	K3
IDNK	K1
IDS	K1
IDUA	K3
IER2	K5
IER3	K5
IER5	K7
IFFO1	K4
IFFO2	K1
IFI16	K1
IFI27	K6
IFI27L1	K4
IFI27L2	K5
IFI30	K7
IFI35	K5
IFI44	K2
IFI44L	K1
IFI6	K3
IFIH1	K1
IFIT1	K7
IFIT1B	K7
IFIT2	K7
IFIT3	K7
IFIT5	K7
IFITM1	K5
IFITM10	K7
IFITM2	K4
IFITM3	K4
IFNAR1	K4
IFNAR2	K4
IFNGR1	K2
IFNGR2	K4
IFRD1	K6
IFRD2	K6
IFT122	K4
IFT140	K4
IFT172	K2
IFT20	K7
IFT27	K4
IFT43	K4
IFT46	K4
IFT52	K5
IFT57	K2
IFT74	K2
IFT80	K4
IFT81	K2
IFT88	K4
IGBP1	K2
IGF1R	K1
IGF2	K6
IGF2BP2	K7
IGF2BP3	K1
IGF2R	K6
IGFALS	K7
IGFBP2	K3
IGFBP4	K5
IGFBP7	K1
IGFLR1	K3
IGHMBP2	K6
IGIP	K1
IGJ	K1
IGLL1	K2
IGSF10	K1
IGSF3	K5
IGSF6	K1
IGSF8	K2
IGSF9B	K3
IHH	K7
IK	K6
IKBIP	K2
IKBKAP	K4
IKBKB	K2
IKBKE	K2
IKBKG	K6
IKZF1	K2
IKZF2	K1
IKZF3	K3
IKZF4	K4
IKZF5	K7
IL10RA	K7
IL10RB	K4
IL10RB-AS1	K1
IL11RA	K3
IL12A	K1
IL12RB1	K6
IL12RB2	K1
IL15RA	K6
IL16	K1
IL17D	K1
IL17RA	K2
IL17RB	K1
IL17RC	K4
IL17RE	K3
IL18	K2
IL18BP	K5
IL18R1	K3
IL18RAP	K3
IL1A	K6
IL1B	K1
IL1R1	K7
IL1RAP	K3
IL1RL1	K3
IL1RN	K6
IL21R	K3
IL22RA1	K7
IL23A	K3
IL27RA	K2
IL2RA	K3
IL2RB	K5
IL2RG	K2
IL3RA	K3
IL4	K3
IL4R	K4
IL5	K7
IL5RA	K3
IL6R	K1
IL6ST	K7
IL7	K2
IL8	K1
IL9R	K5
ILF2	K4
ILF3	K4
ILF3-AS1	K7
ILK	K6
ILKAP	K6
ILVBL	K4
IMMP1L	K5
IMMP2L	K2
IMMT	K4
IMP3	K5
IMP4	K4
IMPA1	K2
IMPA2	K2
IMPACT	K2
IMPAD1	K2
IMPDH1	K4
IMPDH2	K4
INADL	K1
INCA1	K2
INCENP	K4
INF2	K6
ING1	K5
ING2	K2
ING4	K5
ING5	K4
INHA	K3
INIP	K4
INO80	K2
INO80B	K1
INO80C	K5
INO80D	K2
INO80E	K5
INPP1	K2
INPP4A	K2
INPP4B	K1
INPP5A	K1
INPP5B	K4
INPP5D	K4
INPP5E	K4
INPP5F	K2
INPP5K	K6
INPPL1	K4
INSIG1	K6
INSIG2	K4
INSL6	K1
INSR	K4
INTS1	K5
INTS10	K4
INTS12	K4
INTS2	K4
INTS3	K4
INTS4	K4
INTS5	K5
INTS6	K1
INTS6-AS1	K7
INTS7	K4
INTS9	K4
INTU	K2
INVS	K2
IP6K1	K6
IP6K2	K6
IPCEF1	K3
IPO11	K4
IPO13	K4
IPO4	K4
IPO5	K2
IPO7	K2
IPO8	K2
IPO9	K4
IPP	K5
IPPK	K5
IQCB1	K4
IQCC	K5
IQCD	K3
IQCE	K4
IQCG	K2
IQCH	K4
IQCH-AS1	K2
IQCK	K4
IQGAP1	K2
IQGAP2	K2
IQGAP3	K5
IQSEC1	K6
IQSEC2	K2
IQSEC3	K2
IQUB	K7
IRAK1	K5
IRAK1BP1	K2
IRAK2	K7
IRAK3	K1
IRAK4	K4
IREB2	K2
IRF1	K7
IRF2	K7
IRF2BP1	K3
IRF2BP2	K1
IRF2BPL	K3
IRF3	K6
IRF5	K1
IRF6	K4
IRF7	K6
IRF8	K1
IRF9	K6
IRGM	K1
IRGQ	K7
IRS2	K7
ISCA1	K7
ISCA2	K5
ISCU	K7
ISG15	K6
ISG20	K6
ISG20L2	K4
ISOC1	K4
ISOC2	K5
ISPD	K1
IST1	K6
ISY1	K4
ISYNA1	K4
ITCH	K1
ITFG1	K4
ITFG2	K4
ITFG3	K5
ITGA10	K6
ITGA11	K3
ITGA2	K1
ITGA2B	K4
ITGA4	K4
ITGA5	K2
ITGA6	K1
ITGA7	K3
ITGA9	K1
ITGAE	K4
ITGAL	K1
ITGAM	K3
ITGAV	K1
ITGAX	K3
ITGB1	K5
ITGB1BP1	K4
ITGB2	K3
ITGB3	K2
ITGB3BP	K4
ITGB4	K4
ITGB5	K7
ITGB7	K4
ITGB8	K1
ITLN1	K7
ITLN2	K7
ITM2A	K2
ITM2B	K7
ITM2C	K2
ITPA	K5
ITPK1	K4
ITPK1-AS1	K3
ITPKA	K3
ITPKB	K2
ITPKC	K6
ITPR1	K1
ITPR1-AS1	K3
ITPR2	K2
ITPR3	K4
ITPRIP	K6
ITPRIPL1	K2
ITPRIPL2	K1
ITSN1	K6
ITSN2	K2
IVD	K4
IVNS1ABP	K4
IWS1	K4
JADE1	K4
JADE2	K1
JADE3	K2
JAG1	K1
JAG2	K3
JAGN1	K5
JAK1	K1
JAK2	K6
JAK3	K1
JAKMIP1	K5
JAKMIP2	K1
JAKMIP3	K1
JAM2	K1
JAM3	K2
JARID2	K2
JAZF1	K6
JAZF1-AS1	K3
JDP2	K1
JHDM1D-AS1	K6
JMJD1C	K7
JMJD1C-AS1	K1
JMJD4	K5
JMJD6	K5
JMJD7	K3
JMJD7-PLA2G4B	K5
JMJD8	K4
JMY	K1
JOSD1	K1
JOSD2	K6
JPH1	K3
JPH2	K7
JPX	K4
JRKL	K2
JTB	K3
JUN	K1
JUNB	K6
JUND	K1
JUP	K2
KALRN	K3
KANK1	K2
KANK2	K6
KANSL1	K1
KANSL1-AS1	K7
KANSL1L	K1
KANSL2	K4
KANSL3	K7
KARS	K4
KAT2A	K2
KAT2B	K6
KAT5	K6
KAT6A	K1
KAT6B	K1
KAT7	K1
KAT8	K2
KATNA1	K5
KATNAL1	K2
KATNAL2	K2
KATNB1	K5
KATNBL1	K4
KAZALD1	K5
KAZN	K2
KB-1460A1.5	K1
KB-1507C5.2	K1
KB-1615E4.2	K7
KB-1732A1.1	K3
KB-173C10.2	K7
KB-208E9.1	K3
KB-431C1.4	K1
KB-431C1.5	K1
KBTBD11	K1
KBTBD12	K2
KBTBD2	K1
KBTBD3	K6
KBTBD6	K4
KBTBD7	K4
KBTBD8	K6
KCMF1	K1
KCNA3	K1
KCNAB1	K1
KCNAB2	K3
KCNAB3	K3
KCNC4	K1
KCND1	K1
KCNE1	K3
KCNE3	K3
KCNH2	K5
KCNH3	K1
KCNIP2	K3
KCNIP4	K2
KCNJ12	K4
KCNJ13	K1
KCNJ14	K3
KCNJ8	K1
KCNK12	K2
KCNK5	K4
KCNK6	K5
KCNK7	K6
KCNMB3	K2
KCNN1	K7
KCNN3	K7
KCNN4	K6
KCNQ1OT1	K1
KCNQ4	K5
KCNQ5	K1
KCNRG	K6
KCNT1	K6
KCNT2	K1
KCTD1	K1
KCTD10	K2
KCTD11	K6
KCTD12	K1
KCTD13	K2
KCTD15	K2
KCTD17	K1
KCTD18	K2
KCTD2	K2
KCTD20	K7
KCTD21	K3
KCTD21-AS1	K4
KCTD3	K2
KCTD5	K6
KCTD6	K5
KCTD7	K6
KCTD9	K1
KDELC1	K2
KDELC2	K2
KDELR1	K2
KDELR2	K4
KDELR3	K3
KDM1A	K2
KDM1B	K2
KDM2A	K1
KDM2B	K2
KDM3A	K1
KDM3B	K1
KDM4A	K4
KDM4A-AS1	K5
KDM4B	K1
KDM4C	K6
KDM4D	K2
KDM5A	K1
KDM5B	K1
KDM5C	K2
KDM6A	K7
KDM6B	K1
KDM7A	K7
KDM8	K5
KDSR	K2
KEAP1	K6
KEL	K6
KHDC1	K3
KHDRBS1	K2
KHDRBS3	K1
KHK	K5
KHNYN	K7
KHSRP	K4
KIAA0020	K4
KIAA0040	K2
KIAA0100	K2
KIAA0101	K5
KIAA0125	K2
KIAA0141	K2
KIAA0195	K4
KIAA0196	K4
KIAA0196-AS1	K1
KIAA0226	K2
KIAA0226L	K5
KIAA0232	K7
KIAA0247	K5
KIAA0319	K7
KIAA0319L	K2
KIAA0355	K7
KIAA0368	K2
KIAA0430	K7
KIAA0513	K6
KIAA0556	K5
KIAA0586	K2
KIAA0753	K4
KIAA0754	K2
KIAA0825	K1
KIAA0895	K2
KIAA0895L	K4
KIAA0907	K5
KIAA0922	K6
KIAA0930	K1
KIAA0947	K1
KIAA1009	K4
KIAA1024	K2
KIAA1033	K1
KIAA1109	K2
KIAA1143	K2
KIAA1147	K1
KIAA1161	K1
KIAA1191	K7
